年,未破,持有日,A实收,A峰值,B实收,B峰值,C实收,再创新高
2014,False,115,0.37948717948717947,0.5384615384615385,0.3025641025641026,1.78974358974359,0.6564102564102565,True
2017,False,38,-0.06849315068493145,-0.013698630136986356,-0.03424657534246578,0.3047945205479452,-0.006849315068493178,True
2019,False,36,-0.013377926421404673,0.16722408026755842,1.6989966555183944,1.8294314381270902,-0.10367892976588633,True
2019,False,57,0.26074498567335236,0.7020057306590257,0.5071633237822348,1.4240687679083095,0.3696275071633237,True
2020,False,6,-0.1282051282051282,-0.014423076923076872,-0.47756410256410264,0.35576923076923084,0.1826923076923077,True
2023,False,18,-0.09601873536299754,-0.0023419203747072626,0.02810304449648715,0.21545667447306815,-0.04449648711943788,True
2024,False,43,0.009280742459396807,0.13457076566125292,-0.011600928074245953,0.20417633410672864,-0.1299303944315544,True
2018,False,8,-0.05006418485237485,0.016688061617458283,-0.7284980744544287,0.016688061617458283,-0.08472400513478817,False
2021,False,24,-0.08695652173913038,0.33913043478260874,-0.8891304347826087,0.33913043478260874,-0.2847826086956521,False
2024,True,541,0.0,0.0,0.0,0.0,0.0,
2014,False,61,0.6196473551637278,0.8274559193954658,1.1624685138539044,3.328715365239294,1.1372795969773297,True
2017,False,17,-0.08203125,0.1513671875,-0.28076171875,0.1513671875,-0.1298828125,False
2021,False,13,-0.2828947368421053,-0.09492481203007519,0.15695488721804507,1.0169172932330826,-0.2678571428571429,True
2022,False,7,-0.1962441314553991,-0.032863849765258135,-0.03755868544600938,1.0150234741784039,0.1192488262910798,True
