长度,多头占比
483,0.5165289256198347
500,0.4930139720558882
500,0.25948103792415167
500,0.36327345309381237
397,0.6608040201005025
490,0.7087576374745418
500,0.2874251497005988
500,0.3273453093812375
500,0.5968063872255489
494,0.36767676767676766
500,0.3852295409181637
