样本类型,观察日期,股票代码,股票名称,收盘价,统一信号,信号类型,信号理由,首次触发日期,连续确认天数,触发状态,平台信号,周线多头排列,案例展示分层_质量,案例辅助标签_周线五态,距一年低点涨幅,近120日收益,MA20持续度,RPS60,RPS250,距一年高点价格差,平台深度,平台缩量比,平台收敛比,R09核心质量分
月末观察,2022-12-30,688218,江苏北人,14.44,0,无信号,反弹≥40%；RPS60=1.1,,0,未触发,平台观察,False,缺失,弱势结构,0.5216016859852475,-0.13687985654512858,0.325,1.1416490486257929,76.00089968511021,-0.6321019108280255,0.34719712,0.48137847,0.38958696,
月末观察,2022-12-30,600256,广汇能源,6.5,0,无信号,反弹≥40%；RPS60=1.1,,0,未触发,平台观察,False,高,回踩修复,0.6331658291457287,-0.07801418439716312,0.35833333333333334,1.0993657505285412,95.05173189383716,-0.3867924528301887,0.20987654,0.7511038,0.51015306,0.7645926689568391
月末观察,2022-12-30,002729,好利科技,25.17,0,无信号,RPS60=1.1,,0,未触发,平台观察,False,中,弱势结构,0.2770167427701675,-0.21588785046728975,0.43333333333333335,1.0782241014799154,73.50427350427351,-0.30584666298952,0.34348518,0.6252881,0.72827977,0.6602596088728481
月末观察,2022-12-30,603876,鼎胜新材,21.33,0,无信号,反弹≥40%；RPS60=1.1,,0,未触发,平台观察,False,高,弱势结构,0.7327376116978064,-0.20970729899962948,0.31666666666666665,1.0570824524312896,78.38506522717049,-0.42799678197908286,0.34473112,0.6869515,0.6233022,0.7629687533977738
月末观察,2022-12-30,688518,联赢激光,28.32,0,无信号,反弹≥40%；RPS60=1.0,,0,未触发,平台观察,False,缺失,弱势结构,0.4463738508682331,-0.17338003502626964,0.3333333333333333,0.9936575052854123,8.83940620782726,-0.45275362318840584,0.3361912,0.75701326,0.5842074,
月末观察,2022-12-30,300992,泰福泵业,17.7,0,无信号,RPS60=0.8,,0,未触发,平台观察,False,中,弱势结构,0.03146853146853146,-0.10920986411675904,0.43333333333333335,0.8033826638477801,23.796671165092217,-0.3913342503438789,0.2662474,0.42554852,0.40439096,0.48234479229716765
月末观察,2022-12-30,688268,华特气体,72.08,0,无信号,反弹≥40%；RPS60=0.4,,0,未触发,平台观察,False,中,弱势结构,0.5541181543768865,0.04131753828373297,0.3416666666666667,0.3594080338266385,56.792622582096264,-0.3953527388641892,0.28247097,0.74827534,0.45891318,0.6621009653257572
月末观察,2022-12-30,002543,万和电气,7.26,0,无信号,反弹≥40%；120日收益≥10%；RPS60=0.3,,0,未触发,平台观察,False,中,回踩修复,0.5414012738853502,0.23890784982935154,0.5083333333333333,0.2959830866807611,89.06882591093117,-0.4354587869362364,0.19889502,0.27909687,0.32350704,0.6845857820614544
月末观察,2022-12-30,603366,日出东方,5.85,0,无信号,反弹≥40%；120日收益≥10%；RPS60=0.2,,0,未触发,平台观察,False,缺失,回踩修复,0.6525423728813557,0.32954545454545436,0.43333333333333335,0.21141649048625794,90.21592442645074,-0.46526508226691043,0.21199442,0.37978315,0.2987137,
月末观察,2022-12-30,603768,常青股份,14.64,0,无信号,RPS60=0.1,,0,未触发,平台观察,False,中,弱势结构,0.04795991410164646,-0.09517923362175518,0.4583333333333333,0.14799154334038056,60.05398110661269,-0.474326750448833,0.30156404,0.692021,0.46504402,0.302917555901349
月末观察,2022-12-30,200413,,0.93,0,无信号,,,0,未触发,平台观察,False,缺失,弱势结构,0.3880597014925373,-0.11428571428571432,0.30833333333333335,,,-0.26190476190476186,0.17431192,0.23420754,0.5103668,
月末观察,2022-12-30,603383,顶点软件,33.29,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=89.9,2022-12-23,6,持续,无平台信号,True,中,多头趋势,1.022478736330498,0.8392265193370163,0.625,89.87315010570825,91.18308591992802,-0.17802469135802468,,,,0.5444646638961927
月末观察,2022-12-30,000423,东阿阿胶,35.01,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=89.9,2022-12-29,2,持续,无平台信号,False,中,弱势结构,0.45089100704517193,0.16467065868263475,0.55,89.85200845665962,70.28789923526766,-0.16344086021505388,,,,0.6788432467652407
月末观察,2022-12-30,300517,海波重科,15.84,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=89.8,2022-12-22,7,持续,无平台信号,True,中,多头趋势,0.5348837209302324,0.3322119428090833,0.675,89.78858350951374,89.83355825461089,-0.17714285714285716,,,,0.32713817976143056
月末观察,2022-12-30,688630,芯碁微装,81.82,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=89.7,2022-12-09,16,持续,无平台信号,True,缺失,多头趋势,1.0282597917699552,0.16139105748757965,0.5833333333333334,89.74630021141648,87.08951866846604,-0.21258781637955926,,,,
月末观察,2022-12-30,603379,三美股份,27.05,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=89.7,2022-12-23,6,持续,无平台信号,True,中,多头趋势,0.6493902439024393,0.18484450284713105,0.575,89.70401691331924,91.09311740890689,-0.09014463504877224,0.2859056,0.6289055,0.93068635,0.6169216528297727
月末观察,2022-12-30,600130,波导股份,4.45,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=89.6,2022-12-23,6,持续,无平台信号,True,中,多头趋势,0.4401294498381878,0.12090680100755669,0.6416666666666667,89.64059196617336,81.10661268556005,-0.17592592592592593,,,,0.4230214205325248
月末观察,2022-12-30,000548,湖南投资,5.05,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=89.5,2022-12-30,1,新触发,无平台信号,True,缺失,多头趋势,0.4305949008498584,0.2139423076923077,0.575,89.53488372093024,92.37516869095816,-0.2451420029895367,,,,
月末观察,2022-12-30,603901,永创智能,15.34,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=89.3,2022-11-28,25,持续,无平台信号,True,缺失,多头趋势,0.49658536585365853,0.21842732327243852,0.6833333333333333,89.2600422832981,75.88843904633377,-0.02292993630573248,,,,
月末观察,2022-12-30,002693,双成药业,7.27,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=89.0,2022-12-15,12,持续,无平台信号,True,缺失,多头趋势,0.7186761229314418,0.46572580645161277,0.5583333333333333,89.04862579281185,97.77327935222672,-0.3426763110307415,,,,
月末观察,2022-12-30,605020,永和股份,26.97,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=88.9,2022-12-26,5,持续,无平台信号,True,中,多头趋势,1.1455847255369926,0.5874043555032373,0.6083333333333333,88.90063424947145,92.55510571300046,-0.12264150943396224,,,,0.5350242044202218
月末观察,2022-12-30,003030,祖名股份,28.24,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=88.7,2022-12-29,2,持续,无平台信号,True,中,多头趋势,0.573259052924791,0.27725011307100855,0.5583333333333333,88.71035940803382,89.4961763382816,-0.015684907633321865,,,,0.42970523438112784
月末观察,2022-12-30,601021,春秋航空,61.32,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=88.6,2022-12-07,18,持续,无平台信号,True,缺失,多头趋势,0.5516194331983804,0.21570182394924675,0.5833333333333334,88.62579281183932,90.89068825910931,-0.0379667398807656,,,,
月末观察,2022-12-30,003033,征和工业,42.03,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=88.6,2022-12-28,3,持续,无平台信号,True,中,多头趋势,1.3080724876441514,0.7009307972480776,0.6583333333333333,88.58350951374207,97.12100764732344,-0.16408114558472553,,,,0.5938119439768103
月末观察,2022-12-30,300551,古鳌科技,11.68,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=88.5,2022-12-30,1,新触发,无平台信号,False,缺失,均线蓄势,0.7101024890190337,0.2640692640692641,0.6416666666666667,88.54122621564483,26.788124156545205,-0.4321827904715605,,,,
月末观察,2022-12-30,300525,博思软件,15.94,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=88.2,2022-10-12,58,持续,无平台信号,True,中,多头趋势,0.704812834224599,0.2917341977309562,0.5916666666666667,88.22410147991543,95.9289248762933,-0.11787493082457112,,,,0.5275303341728541
月末观察,2022-12-30,300687,赛意信息,29.09,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=88.2,2022-11-16,33,持续,无平台信号,True,中,多头趋势,0.6370287000562747,0.27141608391608396,0.5916666666666667,88.20295983086682,80.4093567251462,-0.11338006705272785,,,,0.354506992344967
月末观察,2022-12-30,688112,鼎阳科技,58.78,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=88.2,2022-12-09,16,持续,无平台信号,False,缺失,未知,1.1835066864784545,0.5351266649255682,0.55,88.16067653276956,66.75663517768781,-0.1747859048153868,,,,
月末观察,2022-12-30,000014,沙河股份,9.85,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=88.1,2022-12-27,4,持续,无平台信号,True,高,多头趋势,0.6227347611202634,0.18817852834740667,0.5583333333333333,88.13953488372093,95.32163742690058,-0.16877637130801693,,,,0.7059811040592365
月末观察,2022-12-30,688248,南网科技,55.73,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=87.9,2022-12-30,1,新触发,无平台信号,False,缺失,未知,3.4584,1.2896466721446176,0.625,87.90697674418605,,-0.2092792281498298,,,,
月末观察,2022-12-30,002299,圣农发展,21.73,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=87.5,2022-12-21,8,持续,无平台信号,True,中,多头趋势,0.49862068965517237,0.2510074841681058,0.5583333333333333,87.48414376321352,81.69140800719748,-0.12414349052801288,,,,0.37072119837585416
月末观察,2022-12-30,603138,海量数据,20.55,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=87.4,2022-12-28,3,持续,无平台信号,False,缺失,回踩修复,0.8480215827338131,0.5930232558139534,0.6166666666666667,87.42071881606765,93.34233018443545,-0.3124790899966544,,,,
月末观察,2022-12-30,300013,新宁物流,4.92,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=87.2,2022-12-30,1,新触发,无平台信号,True,缺失,多头趋势,0.4097421203438394,0.1131221719457014,0.6,87.16701902748414,79.08232118758434,-0.2601503759398497,,,,
月末观察,2022-12-30,688566,,20.28,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=87.1,2022-11-14,35,持续,无平台信号,True,中,多头趋势,0.42616033755274274,0.2093023255813955,0.5916666666666667,87.1247357293869,77.01304543409807,-0.24665676077265974,,,,0.5700274710887151
月末观察,2022-12-30,300796,,11.1,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=87.1,2022-11-21,30,持续,无平台信号,True,高,多头趋势,0.7398119122257052,0.27586206896551735,0.6833333333333333,87.08245243128964,97.63832658569501,-0.11341853035143767,,,,0.7956975376594437
月末观察,2022-12-30,600858,银座股份,6.36,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=86.9,2022-12-30,1,新触发,无平台信号,True,中,多头趋势,0.4070796460176993,0.27710843373493965,0.7166666666666667,86.91331923890063,91.79037336932073,-0.1079943899018232,0.24299066,0.9662758,1.2392352,0.5502677684387476
月末观察,2022-12-30,000948,南天信息,20.45,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=86.6,2022-10-11,59,持续,无平台信号,True,缺失,多头趋势,1.0931422722620265,0.7568728522336767,0.6583333333333333,86.57505285412263,95.90643274853801,-0.2595944967414917,,,,
月末观察,2022-12-30,002675,东诚药业,16.03,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=86.4,2022-10-11,59,持续,无平台信号,True,中,多头趋势,0.6577042399172701,0.21347464042392117,0.55,86.42706131078224,87.56185335132703,-0.08242701774470507,,,,0.6306568308982342
月末观察,2022-12-30,603035,常熟汽饰,19.4,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=86.0,2022-12-30,1,新触发,无平台信号,True,中,多头趋势,0.8707810993249758,0.31169709263015544,0.5666666666666667,86.04651162790698,92.28520017993702,-0.15357766143106466,0.12895606,0.6818594,0.83584684,0.5741112440435654
月末观察,2022-12-30,688192,迪哲医药,39.37,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=85.9,2022-12-20,9,持续,无平台信号,False,缺失,未知,1.0086734693877548,0.46629422718808167,0.7,85.91966173361523,76.11336032388664,-0.06926713947990548,,,,
月末观察,2022-12-30,300876,蒙泰高新,21.57,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=85.6,2022-12-30,1,新触发,平台观察,True,中,多头趋势,0.6643518518518519,0.3889246619446234,0.6083333333333333,85.56025369978857,73.54925775978407,-0.20581737849779091,0.14085124,0.45054123,0.73540473,0.43876005981136634
月末观察,2022-12-30,300567,精测电子,49.83,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=85.5,2022-10-25,49,持续,无平台信号,True,中,多头趋势,0.4981960312687914,0.14315209910529925,0.55,85.45454545454545,32.05128205128205,-0.3021008403361345,,,,0.3059064297100731
月末观察,2022-12-30,002880,卫光生物,31.03,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=85.3,2022-12-29,2,持续,无平台信号,False,中,突破启动,0.4554409005628519,0.2613821138211383,0.65,85.30655391120507,76.76563202878992,-0.10447330447330438,,,,0.35700227689580916
月末观察,2022-12-30,600996,贵广网络,14.89,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=85.3,2022-12-29,2,持续,无平台信号,True,缺失,多头趋势,2.076446280991736,1.2663622526636225,0.6416666666666667,85.28541226215644,99.77507872244715,-0.009973404255319007,,,,
月末观察,2022-12-30,603036,如通股份,9.76,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=85.2,2022-12-23,6,持续,无平台信号,True,中,多头趋势,0.5061728395061726,0.19754601226993862,0.7083333333333334,85.17970401691332,80.92667566351777,-0.2129032258064516,,,,0.5518671386873985
月末观察,2022-12-30,002446,盛路通信,9.56,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=85.0,2022-09-22,67,持续,无平台信号,True,缺失,多头趋势,0.8209523809523811,0.30068027210884374,0.5916666666666667,85.03171247357294,97.45838956365273,-0.17728055077452654,,,,
月末观察,2022-12-30,300634,彩讯股份,14.83,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=85.0,2022-12-23,6,持续,无平台信号,False,缺失,回踩修复,0.5351966873706004,0.25677966101694905,0.5666666666666667,84.98942917547568,62.77552856500225,-0.2433673469387756,,,,
月末观察,2022-12-30,002785,万里石,30.18,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=84.9,2022-12-30,1,新触发,无平台信号,True,缺失,多头趋势,0.6964586846543002,0.19382911392405067,0.5916666666666667,84.88372093023256,84.63787674313991,-0.1579241071428572,,,,
月末观察,2022-12-30,600780,通宝能源,6.01,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=84.8,2022-12-28,3,持续,无平台信号,True,中,多头趋势,0.8157099697885195,0.14694656488549618,0.6333333333333333,84.84143763213531,96.87359424201529,-0.09214501510574025,0.15407854,0.66643775,0.83289456,0.6857047065458282
月末观察,2022-12-30,002847,盐津铺子,47.21,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=84.4,2022-11-15,34,持续,无平台信号,True,高,多头趋势,0.9332514332514332,0.1573915175288061,0.7333333333333333,84.39746300211416,89.72109761583445,-0.01789057624297896,,,,0.7996730782124982
月末观察,2022-12-30,603871,嘉友国际,7.33,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=83.9,2022-12-30,1,新触发,无平台信号,True,高,多头趋势,1.0248618784530388,0.18416801292407103,0.5583333333333333,83.89006342494714,95.83895636527215,-0.05905006418485237,0.2293578,0.94698673,0.82434714,0.7506004742882122
月末观察,2022-12-30,002072,凯瑞德,7.78,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=83.8,2022-12-22,7,持续,无平台信号,True,缺失,多头趋势,0.6839826839826839,0.30756302521008405,0.7583333333333333,83.8477801268499,93.47728295096717,-0.21175278622087124,,,,
月末观察,2022-12-30,000953,中哲精化,6.98,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=83.6,2022-12-29,2,持续,无平台信号,True,缺失,多头趋势,0.43621399176954734,0.19316239316239336,0.5583333333333333,83.63636363636363,94.60188933873145,-0.33650190114068435,,,,
月末观察,2022-12-30,002103,广博股份,5.43,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=83.5,2022-12-30,1,新触发,无平台信号,True,中,多头趋势,0.44799999999999995,0.23972602739726034,0.6583333333333333,83.46723044397463,85.2676563202879,-0.08277027027027029,0.13715278,0.6397042,0.808816,0.43172970048111237
月末观察,2022-12-30,002290,禾盛新材,9.1,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=83.4,2022-12-30,1,新触发,无平台信号,True,中,多头趋势,0.6077738515901059,0.2962962962962963,0.5916666666666667,83.40380549682875,89.13630229419704,-0.1823899371069183,,,,0.4982125856540669
月末观察,2022-12-30,603505,金石资源,19.68,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=83.4,2022-12-30,1,新触发,无平台信号,False,中,回踩修复,1.4386617100371746,0.19562575941676785,0.5666666666666667,83.36152219873149,93.9046333783176,-0.22397476340694,,,,0.655704944353977
月末观察,2022-12-30,300633,开立医疗,53.54,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=83.3,2022-07-25,109,持续,无平台信号,True,中,多头趋势,1.2939160239931446,0.8045163464779237,0.6083333333333333,83.31923890063425,97.99820062977957,-0.10047043010752699,,,,0.65579365301828
月末观察,2022-12-30,002332,仙琚制药,10.11,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=83.2,2022-12-29,2,持续,无平台信号,False,中,突破启动,0.41795231416549794,0.1728538283062646,0.6083333333333333,83.18181818181817,71.70490328385065,-0.13589743589743586,,,,0.5987497717460348
月末观察,2022-12-30,002335,科华数据,33.82,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=83.2,2022-12-30,1,新触发,无平台信号,True,中,多头趋势,1.9929203539823006,0.37703583061889256,0.6166666666666667,83.15010570824525,93.94961763382817,-0.07266246229777895,,,,0.6259928134282546
月末观察,2022-12-30,600052,东望时代,5.37,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=83.0,2022-12-29,2,持续,平台观察,True,缺失,多头趋势,0.7435064935064934,0.185430463576159,0.6416666666666667,83.00211416490487,80.13945119208276,-0.05457746478873238,0.18592058,0.4831155,0.6899911,
月末观察,2022-12-30,603931,格林达,26.34,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=82.7,2022-12-30,1,新触发,无平台信号,True,中,多头趋势,0.7906186267845001,0.3570324574961361,0.6,82.7061310782241,88.5739991003149,-0.1541425818882467,,,,0.6473226333150172
月末观察,2022-12-30,000798,中水渔业,10.99,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=82.6,2022-12-30,1,新触发,无平台信号,True,中,多头趋势,0.7416798732171159,0.1556256572029444,0.6,82.64270613107823,95.38911381016644,-0.12916006339144204,0.27272728,1.1191692,0.97089255,0.554903617234952
月末观察,2022-12-30,603360,百傲化学,5.78,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=82.6,2022-12-30,1,新触发,无平台信号,True,高,多头趋势,0.5495978552278822,0.251082251082251,0.6083333333333333,82.57928118393235,92.35267656320289,-0.005163511187607495,0.12776831,0.6683707,0.9491099,0.8151915826472447
月末观察,2022-12-30,002264,新 华 都,6.26,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=82.5,2022-12-29,2,持续,平台突破（研究）,True,缺失,多头趋势,0.508433734939759,0.1901140684410647,0.55,82.49471458773783,85.8974358974359,-0.10315186246418351,0.19402985,0.61212134,0.7363267,
平台突破日,2022-12-30,002264,新 华 都,6.26,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=82.5,2022-12-29,2,持续,平台突破（研究）,True,缺失,多头趋势,0.508433734939759,0.1901140684410647,0.55,82.49471458773783,85.8974358974359,-0.10315186246418351,0.19402985,0.61212134,0.7363267,
月末观察,2022-12-30,600161,天坛生物,19.3,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=82.3,2022-12-30,1,新触发,无平台信号,True,中,多头趋势,0.5031152647975079,0.14676173499702938,0.6,82.3044397463002,77.68780926675663,-0.12788070492544046,0.13586956,2.3183227,1.2085541,0.5682295270935411
月末观察,2022-12-30,002329,皇氏集团,7.63,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=82.1,2022-12-30,1,新触发,平台观察,True,缺失,多头趋势,0.9027431421446386,0.3042735042735043,0.5833333333333334,82.07188160676533,98.13315339631129,-0.280188679245283,0.18082525,0.7206975,0.618026,
月末观察,2022-12-30,601628,中国人寿,34.74,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=82.1,2022-12-16,11,持续,无平台信号,True,中,多头趋势,0.5733695652173916,0.258695652173913,0.5916666666666667,82.0507399577167,91.63292847503374,0.0,,,,0.47788150967621323
月末观察,2022-12-30,600452,涪陵电力,8.62,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=81.9,2022-12-30,1,新触发,平台突破（研究）,True,中,多头趋势,0.67378640776699,0.1972222222222222,0.5666666666666667,81.94503171247356,50.94466936572199,-0.20332717190388183,0.2087156,0.44138163,0.79018414,0.6847978132194993
平台突破日,2022-12-30,600452,涪陵电力,8.62,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=81.9,2022-12-30,1,新触发,平台突破（研究）,True,中,多头趋势,0.67378640776699,0.1972222222222222,0.5666666666666667,81.94503171247356,50.94466936572199,-0.20332717190388183,0.2087156,0.44138163,0.79018414,0.6847978132194993
月末观察,2022-12-30,002862,实丰文化,10.47,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=81.5,2022-12-30,1,新触发,无平台信号,True,缺失,多头趋势,0.5911854103343466,0.31038798498122655,0.725,81.50105708245243,83.87314439946019,-0.09035621198957422,,,,
月末观察,2022-12-30,002316,亚联发展,3.51,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=80.7,2022-12-29,2,持续,无平台信号,False,缺失,均线蓄势,0.5669642857142854,0.5530973451327434,0.5916666666666667,80.73995771670191,40.013495276653174,-0.6188925081433225,,,,
月末观察,2022-12-30,688232,新点软件,54.47,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=80.7,2022-12-27,4,持续,无平台信号,False,缺失,未知,0.7633538361929426,0.5940883816213052,0.6333333333333333,80.71881606765328,95.09671614934773,-0.08821560093739544,,,,
月末观察,2022-12-30,300539,横河精密,9.73,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=80.5,2022-12-27,4,持续,无平台信号,True,中,多头趋势,0.5795454545454546,0.23320659062103943,0.625,80.4862579281184,91.16059379217273,-0.1146496815286624,,,,0.4893188882003913
月末观察,2022-12-30,002866,传艺科技,45.55,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=80.3,2022-12-30,1,新触发,无平台信号,True,中,多头趋势,4.072383073496659,0.8645108473188701,0.6083333333333333,80.31712473572938,99.93252361673414,-0.14923421740754583,0.28777525,0.59743434,0.92786646,0.4359543240035304
月末观察,2022-12-30,600872,中炬高新,34.68,1,标准确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=80.2,2022-12-29,2,持续,无平台信号,True,中,多头趋势,0.5777979981801638,0.1333333333333333,0.5666666666666667,80.19027484143764,73.79667116509222,-0.09024134312696741,,,,0.6960270648444908
月末观察,2022-12-30,002790,瑞尔特,7.84,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=79.6,,0,未触发,无平台信号,True,中,多头趋势,0.6401673640167362,0.11048158640226635,0.6,79.55602536997885,51.50697255960414,-0.15879828326180256,0.2638106,0.5885321,0.95350546,0.6605938626080922
月末观察,2022-12-30,600794,保税科技,3.69,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=78.4,,0,未触发,平台观察,True,中,多头趋势,0.40839694656488534,0.12158054711246202,0.6583333333333333,78.43551797040169,88.7089518668466,-0.12971698113207553,0.2601432,0.59841675,0.7566814,0.6524682015923717
月末观察,2022-12-30,603810,丰山集团,16.54,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=78.0,,0,未触发,无平台信号,True,中,多头趋势,0.5343228200371057,0.3274478330658104,0.5916666666666667,78.01268498942918,91.8353576248313,-0.2505663797009515,,,,0.4690152203811377
月末观察,2022-12-30,002869,金溢科技,21.22,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=77.8,,0,未触发,平台观察,False,缺失,回踩修复,0.9557603686635945,0.42225201072386054,0.6916666666666667,77.80126849894292,94.01709401709401,-0.14469971785570335,0.1902882,0.6585995,0.6940957,
月末观察,2022-12-30,600221,海航控股,1.86,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=77.4,,0,未触发,无平台信号,False,缺失,弱势结构,0.453125,0.23178807947019875,0.5666666666666667,77.42071881606766,70.96266306792623,-0.06999999999999995,,,,
月末观察,2022-12-30,300881,盛德鑫泰,27.43,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=77.0,,0,未触发,无平台信号,False,缺失,回踩修复,0.6069127123608671,0.3328474246841595,0.5916666666666667,76.95560253699789,82.52361673414305,-0.235933147632312,,,,
月末观察,2022-12-30,000729,,10.03,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=76.8,,0,未触发,无平台信号,True,中,多头趋势,0.6496710526315788,0.15154994259471843,0.575,76.76532769556025,93.61223571749888,-0.0546654099905749,,,,0.5321989286962635
月末观察,2022-12-30,688103,国力电子,63.1,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=76.7,,0,未触发,无平台信号,True,中,多头趋势,1.4204065976217874,0.2625050020008004,0.6083333333333333,76.68076109936575,65.22717049032839,-0.16776576101292529,,,,0.4766067544183812
月末观察,2022-12-30,000606,顺利退,1.99,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=76.7,,0,未触发,无平台信号,False,缺失,回踩修复,0.7767857142857142,0.5075757575757576,0.6166666666666667,76.65961945031712,66.48672964462438,-0.27372262773722633,,,,
月末观察,2022-12-30,002017,东信和平,9.65,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS60=76.2,,0,未触发,无平台信号,False,中,回踩修复,0.5172955974842768,0.10792192881745111,0.5666666666666667,76.19450317124735,53.46378767431399,-0.20049710024855016,0.18277681,1.0421112,0.9237736,0.5749710691946182
