调仓日,排名,代码,名称,复合分,EP,BP,CFP,不复权价,流通市值_亿,是否新进
2023-09-11,11,600919,,0.9931,0.262,1.7315,0.7312,7.02,1113.6,新
2023-09-11,12,601398,,0.9928,0.2134,1.968,0.7889,4.59,12383.8,
2023-09-11,13,603323,,0.9928,0.2021,1.8617,1.4142,4.45,68.7,
2023-09-11,14,601328,,0.9923,0.2094,2.1106,0.666,5.54,2174.4,
2023-09-11,15,601939,,0.9909,0.2156,1.8539,0.6481,6.03,578.6,
2023-09-11,16,601665,,0.9908,0.1904,1.6118,1.7712,4.15,96.3,
2023-09-11,17,601988,,0.9901,0.1952,1.949,0.6898,3.69,7772.7,
2023-09-11,18,600928,,0.9893,0.1572,1.8565,1.873,3.63,122.4,
2023-09-11,19,601186,,0.9876,0.2004,1.99,0.4676,8.88,1021.7,新
2023-09-11,20,601658,,0.9874,0.1784,1.5488,0.9006,4.88,3273.6,新
2023-10-17,1,600015,,0.997,0.251,2.8779,0.8792,5.78,740.9,
2023-10-17,2,601169,,0.9965,0.2246,2.4267,1.5103,4.67,988.4,
2023-10-17,3,601818,,0.9963,0.2382,2.3618,1.117,3.11,1441.6,
2023-10-17,4,601166,,0.9953,0.2522,2.0004,0.8658,16.22,3369.0,
2023-10-17,5,601916,,0.9948,0.2373,2.2935,0.7405,2.53,544.8,
2023-10-17,6,600000,,0.9942,0.1861,2.8837,1.6734,7.09,2082.1,
2023-10-17,7,603323,,0.9931,0.2058,1.8961,1.4404,4.37,67.5,
2023-10-17,8,600016,,0.9928,0.1804,3.1408,1.1697,3.77,1337.0,
2023-10-17,9,601825,,0.9926,0.2043,1.8124,1.5848,6.12,282.8,
2023-10-17,10,600919,,0.9918,0.2564,1.6945,0.7156,7.18,1284.2,
2023-10-17,11,601077,,0.9912,0.2176,2.2804,0.5392,4.32,381.6,
2023-10-17,12,601288,,0.9905,0.1911,1.7493,1.3593,3.72,11860.2,
2023-10-17,13,601398,,0.9905,0.1995,1.8398,0.7376,4.91,13246.4,
2023-10-17,14,601186,,0.99,0.2161,2.146,0.5042,8.24,947.4,
2023-10-17,15,601665,,0.9895,0.1878,1.59,1.7472,4.21,97.6,
2023-10-17,16,600928,,0.9894,0.1568,1.8511,1.8675,3.64,122.8,
2023-10-17,17,601328,,0.9889,0.1943,1.9589,0.6181,5.97,2342.7,
2023-10-17,18,600153,,0.9881,0.1723,1.5944,2.9341,9.46,269.1,新
2023-10-17,19,601988,,0.9869,0.1812,1.809,0.6402,3.97,8374.3,
2023-10-17,20,601939,,0.9863,0.1935,1.6638,0.5816,6.72,644.7,
2023-11-14,1,600015,,0.9986,0.2613,3.0341,1.9167,5.59,716.5,
2023-11-14,2,600153,,0.9966,0.5089,1.946,2.1557,9.51,270.5,
2023-11-14,3,601169,,0.9961,0.2369,2.5933,1.2381,4.47,946.1,
2023-11-14,4,601818,,0.9952,0.2447,2.5487,0.9109,2.94,1365.7,
2023-11-14,5,601166,,0.9947,0.2629,2.2711,0.7333,14.72,3058.0,
2023-11-14,6,601825,,0.994,0.2246,1.9851,1.6321,5.74,265.4,
2023-11-14,7,600016,,0.9939,0.1817,3.1197,1.7955,3.85,1365.9,
2023-11-14,8,601998,,0.9933,0.2333,2.2105,0.7034,5.4,1840.9,新
2023-11-14,9,603323,,0.9933,0.2204,1.9858,1.1901,4.26,65.8,
2023-11-14,10,600919,,0.9932,0.2809,1.7061,1.6293,6.69,1222.8,
2023-11-14,11,601916,,0.9927,0.2304,2.293,0.6166,2.52,542.3,
2023-11-14,12,000001,,0.9925,0.2297,1.9856,0.7919,10.27,1993.9,新
2023-11-14,13,600000,,0.9924,0.1642,2.9856,2.4621,6.88,2019.7,
2023-11-14,14,601665,,0.9912,0.2097,1.7424,1.7299,3.91,90.7,
2023-11-14,15,601398,,0.9904,0.2026,1.935,0.8622,4.79,12907.5,
2023-11-14,16,600928,,0.9903,0.1674,1.9752,2.4819,3.46,117.0,
2023-11-14,17,601328,,0.9898,0.1985,2.0602,0.6665,5.79,2274.5,
2023-11-14,18,601288,,0.9893,0.1959,1.8415,1.0345,3.62,11569.1,
2023-11-14,19,002966,,0.9884,0.1965,1.6869,1.1051,6.16,219.5,新
2023-11-14,20,002948,,0.9881,0.1722,1.7177,1.7484,3.19,99.3,新
2023-12-12,1,600015,,0.9979,0.2506,2.9103,1.8384,5.83,747.0,
2023-12-12,2,600153,,0.9959,0.4843,1.852,2.0515,9.99,285.2,
2023-12-12,3,601169,,0.9958,0.232,2.54,1.2127,4.57,966.0,
2023-12-12,4,601818,,0.9954,0.2466,2.5691,0.9182,2.92,1354.9,
2023-12-12,5,601166,,0.9949,0.2652,2.2913,0.7398,14.59,3031.1,
2023-12-12,6,601825,,0.9941,0.227,2.0057,1.649,5.68,262.7,
2023-12-12,7,000001,,0.9938,0.2506,2.1663,0.864,9.42,1827.6,
2023-12-12,8,600016,,0.9938,0.1817,3.1197,1.7955,3.85,1365.9,
2023-12-12,9,601998,,0.9933,0.2353,2.2295,0.7095,5.35,1825.1,
2023-12-12,10,603323,,0.9932,0.2232,2.0113,1.2053,4.21,65.0,
2023-12-12,11,600919,,0.9932,0.2824,1.7152,1.638,6.66,1216.3,
2023-12-12,12,600000,,0.9929,0.1683,3.0603,2.5237,6.71,1970.4,
2023-12-12,13,601916,,0.9923,0.2283,2.2721,0.611,2.54,547.3,
2023-12-12,14,601665,,0.9911,0.2073,1.7223,1.7099,3.96,96.8,
2023-12-12,15,600928,,0.9908,0.1701,2.0062,2.5209,3.41,115.2,
2023-12-12,16,601398,,0.9907,0.2026,1.935,0.8622,4.79,12907.5,
2023-12-12,17,600926,,0.9905,0.2241,1.5243,1.8559,9.95,533.7,新
2023-12-12,18,601328,,0.99,0.1973,2.048,0.6625,5.83,2288.1,
2023-12-12,19,601288,,0.9899,0.1959,1.8415,1.0345,3.62,11569.1,
2023-12-12,20,002948,,0.9887,0.1759,1.7545,1.7859,3.13,97.2,
2024-01-10,1,600015,,0.9972,0.2486,2.8867,1.8236,5.87,903.7,
2024-01-10,2,600153,,0.9955,0.4873,1.8635,2.0643,9.93,283.4,
2024-01-10,3,601169,,0.995,0.2268,2.4826,1.1853,4.67,988.4,
2024-01-10,4,601818,,0.995,0.2437,2.5386,0.9073,2.95,1371.1,
2024-01-10,5,000001,,0.994,0.2594,2.2429,0.8945,9.1,1765.2,
2024-01-10,6,601166,,0.9939,0.2648,2.2876,0.7386,14.61,3036.0,
2024-01-10,7,600016,,0.9938,0.1862,3.197,1.8399,3.76,1332.9,
2024-01-10,8,600000,,0.9931,0.1721,3.1281,2.5796,6.57,1927.7,
2024-01-10,9,603323,,0.9923,0.2204,1.9858,1.1901,4.26,65.8,
2024-01-10,10,600919,,0.9921,0.2746,1.6679,1.5928,6.85,1250.8,
2024-01-10,11,601825,,0.9916,0.2129,1.881,1.5466,6.06,280.1,
2024-01-10,12,601916,,0.9916,0.2273,2.2618,0.6082,2.55,549.8,
2024-01-10,13,601998,,0.9915,0.2256,2.1374,0.6801,5.59,1903.8,
2024-01-10,14,600928,,0.9907,0.1739,2.0514,2.5777,3.34,112.7,
2024-01-10,15,601665,,0.9906,0.2103,1.7475,1.7349,3.9,95.4,
2024-01-10,16,601398,,0.9897,0.2002,1.9122,0.8521,4.84,13061.6,
2024-01-10,17,002948,,0.9892,0.1811,1.8061,1.8384,3.04,94.5,
2024-01-10,18,600926,,0.9891,0.2228,1.5157,1.8454,10.01,536.7,
2024-01-10,19,601328,,0.9887,0.1969,2.0439,0.6612,5.84,2292.7,
2024-01-10,20,601288,,0.9885,0.1917,1.8019,1.0122,3.7,11823.8,
2024-02-07,1,600015,,0.9968,0.2422,2.8127,1.7768,6.03,927.5,
2024-02-07,2,601818,,0.9935,0.23,2.3965,0.8565,3.13,1452.4,
2024-02-07,3,600016,,0.9923,0.1769,3.0371,1.7479,3.96,1403.1,
2024-02-07,4,600153,,0.9921,0.4812,1.8402,2.0385,10.06,287.0,
2024-02-07,5,601169,,0.9921,0.2114,2.314,1.1048,5.02,1060.4,
2024-02-07,6,000001,,0.9917,0.2456,2.1234,0.8468,9.61,1864.5,
2024-02-07,7,601166,,0.9905,0.2423,2.0934,0.6759,15.97,3317.5,
2024-02-07,8,600000,,0.9903,0.1629,2.9616,2.4423,6.94,2036.1,
2024-02-07,9,603323,,0.9896,0.2156,1.9428,1.1643,4.36,67.3,
2024-02-07,10,601825,,0.989,0.2129,1.881,1.5466,6.06,280.1,
2024-02-07,11,601916,,0.9875,0.2155,2.1448,0.5767,2.69,579.8,
2024-02-07,12,600928,,0.9873,0.1685,1.9875,2.4974,3.44,116.3,
2024-02-07,13,601998,,0.9851,0.2041,1.9337,0.6153,6.17,2104.4,
2024-02-07,14,600919,,0.985,0.2561,1.5553,1.4853,7.34,1341.4,
2024-02-07,15,601328,,0.9848,0.189,1.9621,0.6348,6.08,2388.2,
2024-02-07,16,601398,,0.9824,0.1854,1.7703,0.7888,5.23,14108.9,
2024-02-07,17,601528,,0.9823,0.1742,1.6373,1.809,5.0,39.4,新
2024-02-07,18,601665,,0.9822,0.1915,1.5909,1.5795,4.28,110.2,
2024-02-07,19,002948,,0.9817,0.1692,1.6882,1.7184,3.25,101.1,
2024-02-07,20,601288,,0.9809,0.1765,1.6589,0.9319,4.02,12842.4,
2024-03-14,1,600015,,0.9973,0.2339,2.7163,1.7159,6.24,960.4,
2024-03-14,2,600153,,0.9945,0.4691,1.794,1.9873,10.32,294.4,
2024-03-14,3,601818,,0.994,0.2234,2.327,0.8317,3.22,1495.8,
2024-03-14,4,600016,,0.9932,0.1769,3.0371,1.7479,3.96,1403.1,
2024-03-14,5,000001,,0.9928,0.2308,1.9948,0.7956,10.23,1984.7,
2024-03-14,6,601166,,0.9928,0.2376,2.0525,0.6627,16.29,3383.7,
2024-03-14,7,601169,,0.9919,0.1988,2.1763,1.0391,5.33,1127.4,
2024-03-14,8,603323,,0.9919,0.2124,1.9131,1.1465,4.43,68.3,
2024-03-14,9,600000,,0.9919,0.1606,2.9192,2.4073,7.04,2065.7,
2024-03-14,10,601825,,0.9914,0.2041,1.804,1.4832,6.32,292.0,
2024-03-14,11,600928,,0.9904,0.1685,1.9875,2.4974,3.44,152.2,
2024-03-14,12,601916,,0.9894,0.2049,2.0393,0.5484,2.83,609.8,
2024-03-14,13,601998,,0.9892,0.2041,1.9337,0.6153,6.17,2104.4,
2024-03-14,14,600919,,0.9882,0.2477,1.5045,1.4368,7.59,1386.7,
2024-03-14,15,601328,,0.9875,0.1858,1.9291,0.6241,6.19,2429.2,
2024-03-14,16,601398,,0.9875,0.187,1.7859,0.7958,5.19,13985.7,
2024-03-14,17,002948,,0.9871,0.1716,1.7117,1.7423,3.21,99.7,
2024-03-14,18,601665,,0.9868,0.1935,1.608,1.5965,4.24,109.1,
2024-03-14,19,600908,,0.9857,0.2027,1.6532,0.637,5.08,97.1,新
2024-03-14,20,601528,,0.9855,0.1738,1.6337,1.8049,5.01,39.5,
2024-04-15,1,600015,,0.9964,0.2193,2.5465,1.6086,6.66,1024.5,
2024-04-15,2,601166,,0.995,0.2226,2.1688,1.3235,15.77,3275.9,
2024-04-15,3,600153,,0.9947,0.489,1.87,2.0715,9.9,282.4,
2024-04-15,4,601916,,0.9931,0.1912,1.9691,2.374,2.98,642.3,
2024-04-15,5,601077,,0.9927,0.2023,2.1931,0.7478,4.65,410.6,新
2024-04-15,6,600000,,0.9917,0.1547,2.8119,2.3188,7.31,2144.5,
2024-04-15,7,600928,,0.99,0.1659,1.957,2.4591,3.5,154.6,
2024-04-15,8,603323,,0.9897,0.1979,1.7827,1.0683,4.75,73.3,
2024-04-15,9,000001,,0.9888,0.2185,2.0138,0.4622,10.3,1998.5,
2024-04-15,10,601528,,0.9886,0.1786,1.7188,2.7227,4.93,38.9,
2024-04-15,11,600048,,0.9881,0.1941,2.0559,0.4643,7.94,949.9,新
2024-04-15,12,600016,,0.988,0.1809,3.0403,0.4221,3.98,1411.3,
2024-04-15,13,601825,,0.9875,0.1864,1.6475,1.3546,6.92,319.8,
2024-04-15,14,600919,,0.9865,0.2342,1.4226,1.3586,8.03,1466.4,
2024-04-15,15,601398,,0.9864,0.1809,1.7633,0.7341,5.42,14601.8,
2024-04-15,16,600908,,0.9852,0.1916,1.6871,0.5532,5.12,97.7,
2024-04-15,17,601169,,0.9848,0.1872,2.0808,0.3515,5.66,1197.0,
2024-04-15,18,601665,,0.9842,0.1804,1.4992,1.4884,4.54,117.0,
2024-04-15,19,601288,,0.9831,0.165,1.5763,1.196,4.36,13933.9,新
2024-04-15,20,600325,,0.983,0.1903,1.3588,4.7411,6.31,133.5,新
2024-05-16,1,601077,,0.996,0.1858,2.1852,1.2939,4.84,428.1,
2024-05-16,2,601916,,0.9952,0.1804,2.0371,1.8669,2.99,644.8,
2024-05-16,3,601577,,0.9949,0.2092,1.8209,1.2376,8.51,342.1,新
2024-05-16,4,601169,,0.9928,0.1877,2.1247,0.5223,5.76,1216.8,
2024-05-16,5,601398,,0.9922,0.1795,1.8188,0.8715,5.4,14571.0,
2024-05-16,6,002958,,0.992,0.146,2.1102,1.0044,2.88,141.7,新
2024-05-16,7,601860,,0.9901,0.1614,1.8672,0.5868,2.73,96.5,新
2024-05-16,8,601288,,0.9889,0.1631,1.6224,1.1188,4.35,13897.5,
2024-05-16,9,601825,,0.9883,0.1666,1.5945,0.9568,7.63,352.4,
2024-05-16,10,601658,,0.9881,0.1611,1.6188,0.9314,5.03,3374.3,新
2024-05-16,11,600919,,0.9881,0.1959,1.4424,1.0276,8.32,1520.4,
2024-05-16,12,601528,,0.9873,0.1713,1.6622,0.5008,5.26,41.5,
2024-05-16,13,601665,,0.9847,0.174,1.4332,0.6553,5.11,131.6,
2024-05-16,14,601939,,0.9817,0.1828,1.6976,0.2684,7.17,687.7,新
2024-05-16,15,000415,,0.9815,0.0914,1.9482,1.6482,2.52,135.9,新
2024-05-16,16,601009,,0.9813,0.1728,1.4367,0.3683,9.72,895.5,新
2024-05-16,17,002966,,0.981,0.1606,1.4008,0.4546,7.91,281.8,新
2024-05-16,18,001227,,0.9803,0.1105,1.9636,0.2981,2.58,71.4,新
2024-05-16,19,601988,,0.9793,0.1635,1.7455,0.2518,4.46,9409.1,新
2024-05-16,20,000090,,0.9792,0.1443,1.3027,0.5485,4.69,87.6,新
2024-06-14,1,601916,,0.9947,0.1885,2.1278,1.9501,2.87,617.3,
2024-06-14,2,601077,,0.9936,0.1827,2.149,1.2724,4.93,435.3,
2024-06-14,3,601577,,0.9932,0.2196,1.9111,1.2988,8.11,326.0,
2024-06-14,4,002958,,0.992,0.1564,2.2596,1.0755,2.69,132.3,
2024-06-14,5,601169,,0.992,0.1916,2.169,0.5332,5.64,1192.0,
2024-06-14,6,601860,,0.9896,0.1747,2.0216,0.6353,2.52,89.2,
2024-06-14,7,601825,,0.9889,0.1832,1.7542,1.0526,6.93,320.3,
2024-06-14,8,600919,,0.9888,0.2201,1.621,1.1549,7.4,1352.8,
2024-06-14,9,601398,,0.9881,0.1765,1.7885,0.857,5.5,14817.5,
2024-06-14,10,601528,,0.9874,0.1854,1.7995,0.5421,4.85,38.4,
2024-06-14,11,601658,,0.987,0.1705,1.7131,0.9856,4.75,3188.5,
2024-06-14,12,601288,,0.9863,0.1674,1.6652,1.1483,4.24,13540.8,
2024-06-14,13,601665,,0.9835,0.1869,1.5395,0.7039,4.76,122.5,
2024-06-14,14,002966,,0.9815,0.1778,1.5505,0.5031,7.14,254.6,
2024-06-14,15,001227,,0.9789,0.1155,2.0533,0.3117,2.47,68.3,
2024-06-14,16,000415,,0.9786,0.0932,1.9877,1.6816,2.47,133.3,
2024-06-14,17,000090,,0.9785,0.1598,1.4426,0.6074,4.23,79.1,
2024-06-14,18,601009,,0.9766,0.1761,1.4638,0.3752,9.54,879.0,
2024-06-14,19,601939,,0.9765,0.1839,1.7085,0.2702,7.12,683.3,
2024-06-14,20,600926,,0.9746,0.1871,1.2613,0.6938,13.14,704.9,新
2024-07-12,1,601916,,0.9937,0.1909,2.1555,1.9755,2.83,609.3,
2024-07-12,2,601577,,0.9928,0.2221,1.9329,1.3137,8.02,322.3,
2024-07-12,3,002958,,0.9915,0.1578,2.2804,1.0854,2.66,131.1,
2024-07-12,4,601077,,0.9908,0.1737,2.043,1.2097,5.18,457.9,
2024-07-12,5,601169,,0.9907,0.1923,2.177,0.5352,5.62,1187.6,
2024-07-12,6,601860,,0.9878,0.1725,1.996,0.6272,2.55,90.3,
2024-07-12,7,601825,,0.9873,0.1829,1.7508,1.0506,6.94,321.0,
2024-07-12,8,601528,,0.9865,0.1888,1.8322,0.552,4.77,81.3,
2024-07-12,9,600919,,0.9844,0.2086,1.5361,1.0943,7.81,1427.6,
2024-07-12,10,601658,,0.9834,0.1645,1.6531,0.9511,4.92,3304.3,
2024-07-12,11,601665,,0.9832,0.1925,1.5856,0.725,4.62,223.5,
2024-07-12,12,601398,,0.9817,0.1596,1.617,0.7748,6.08,16388.6,
2024-07-12,13,601288,,0.9805,0.1544,1.5362,1.0594,4.6,14677.9,
2024-07-12,14,000090,,0.9796,0.1691,1.5265,0.6427,4.0,74.8,
2024-07-12,15,001227,,0.9783,0.1223,2.1744,0.3301,2.33,64.5,
2024-07-12,16,002966,,0.9778,0.1725,1.5042,0.4881,7.36,262.4,
2024-07-12,17,000932,,0.974,0.1552,1.7397,0.2883,4.46,308.1,新
2024-07-12,18,002142,,0.9714,0.1739,1.2809,0.8461,21.91,1429.5,新
2024-07-12,19,601939,,0.9709,0.1782,1.655,0.2617,7.35,705.4,
2024-07-12,20,600926,,0.9709,0.189,1.2737,0.7006,13.02,698.1,
2024-08-09,1,601577,,0.9946,0.239,2.08,1.4136,7.45,299.5,
2024-08-09,2,601916,,0.9939,0.1947,2.1979,2.0143,2.77,597.6,
2024-08-09,3,601077,,0.9919,0.1806,2.1244,1.2579,4.98,440.4,
2024-08-09,4,601169,,0.9914,0.2014,2.2805,0.5606,5.36,1133.7,
2024-08-09,5,002958,,0.9911,0.1624,2.3469,1.1171,2.59,127.4,
2024-08-09,6,601825,,0.9899,0.1974,1.8901,1.1342,6.43,297.3,
2024-08-09,7,601860,,0.9876,0.1747,2.0216,0.6353,2.52,89.2,
2024-08-09,8,600919,,0.9862,0.2172,1.5995,1.1395,7.5,1377.1,
2024-08-09,9,601528,,0.9861,0.1888,1.8322,0.552,4.77,81.3,
2024-08-09,10,601658,,0.9847,0.1714,1.7219,0.9907,4.73,3172.1,
2024-08-09,11,601665,,0.9837,0.1953,1.6084,0.7354,4.56,220.3,
2024-08-09,12,601398,,0.9824,0.1642,1.6635,0.7971,5.91,15930.5,
2024-08-09,13,000090,,0.9821,0.1789,1.6156,0.6803,3.78,70.6,
2024-08-09,14,002966,,0.98,0.1809,1.5772,0.5118,7.02,251.8,
2024-08-09,15,601288,,0.9798,0.1541,1.5326,1.0569,4.61,14712.3,
2024-08-09,16,001227,,0.9793,0.127,2.258,0.3428,2.24,62.1,
2024-08-09,17,601128,,0.9762,0.167,1.3934,1.094,6.7,195.0,新
2024-08-09,18,002142,,0.9756,0.1842,1.3574,0.8966,20.68,1349.0,
2024-08-09,19,000932,,0.973,0.1544,1.7314,0.2869,4.48,309.6,
2024-08-09,20,600926,,0.9713,0.1906,1.2844,0.7065,12.91,692.2,
2024-09-06,1,601997,,0.996,0.2865,3.2816,0.6998,4.89,178.7,新
2024-09-06,2,601916,,0.9937,0.2044,2.3727,1.3751,2.54,548.2,
2024-09-06,3,000001,,0.9914,0.2263,2.1064,0.8276,10.08,1955.5,新
2024-09-06,4,601077,,0.99,0.1913,2.1072,1.1182,5.07,448.1,
2024-09-06,5,002958,,0.9897,0.1832,2.5063,0.5807,2.46,121.0,
2024-09-06,6,601860,,0.9896,0.185,2.1148,0.9558,2.43,86.1,
2024-09-06,7,601528,,0.9889,0.2065,1.9483,0.8609,4.55,77.6,
2024-09-06,8,600908,,0.9865,0.2027,1.8765,0.7069,5.03,96.1,新
2024-09-06,9,601825,,0.9856,0.1909,1.8602,0.7934,6.6,614.8,
2024-09-06,10,002948,,0.9851,0.1971,1.9427,0.5468,3.15,97.8,新
2024-09-06,11,002807,,0.9843,0.2407,1.9438,0.3846,3.61,88.6,新
2024-09-06,12,601665,,0.9842,0.2094,1.6882,0.7443,4.39,212.4,
2024-09-06,13,600919,,0.982,0.2011,1.5455,1.1535,7.86,1442.1,
2024-09-06,14,000932,,0.9816,0.1529,2.1059,0.4353,3.64,251.2,
2024-09-06,15,601658,,0.9814,0.1714,1.7178,0.6632,4.73,3172.1,
2024-09-06,16,002142,,0.9813,0.1983,1.5088,1.9213,19.47,1269.9,
2024-09-06,17,000415,,0.9805,0.1096,2.3005,1.8764,2.17,117.1,新
2024-09-06,18,002966,,0.9789,0.1772,1.5564,0.6913,7.17,256.9,
2024-09-06,19,600926,,0.9777,0.21,1.3743,1.3446,12.33,661.3,
2024-09-06,20,601288,,0.9755,0.16,1.568,0.4844,4.5,14367.7,
2024-10-15,1,601997,,0.9958,0.2302,2.6372,0.5624,6.08,222.3,
2024-10-15,2,601916,,0.9946,0.1797,2.0862,1.2091,2.89,623.5,
2024-10-15,3,601077,,0.9924,0.1697,1.8696,0.9922,5.72,505.1,
2024-10-15,4,000001,,0.9924,0.1916,1.7835,0.7008,11.9,2309.5,
2024-10-15,5,601860,,0.9916,0.1614,1.8453,0.834,2.79,98.7,
2024-10-15,6,601528,,0.9914,0.1842,1.7373,0.7677,5.1,87.0,
2024-10-15,7,002958,,0.9911,0.1576,2.1563,0.4996,2.86,140.7,
2024-10-15,8,600908,,0.9882,0.1756,1.6253,0.6123,5.81,116.1,
2024-10-15,9,002807,,0.9859,0.2117,1.7098,0.3383,4.1,100.8,
2024-10-15,10,002948,,0.9857,0.1698,1.6735,0.4711,3.65,113.5,
2024-10-15,11,601825,,0.9853,0.1558,1.5184,0.6476,8.09,753.3,
2024-10-15,12,600919,,0.9844,0.1798,1.3825,1.0318,8.79,1612.2,
2024-10-15,13,601658,,0.9827,0.1476,1.4793,0.5711,5.49,3683.5,
2024-10-15,14,000932,,0.9825,0.1287,1.7723,0.3663,4.32,298.5,
2024-10-15,15,002966,,0.9824,0.1592,1.3978,0.6208,7.98,286.5,
2024-10-15,16,601665,,0.9822,0.1708,1.3771,0.6071,5.39,260.4,
2024-10-15,17,601288,,0.9794,0.1466,1.437,0.4439,4.91,15677.0,
2024-10-15,18,600926,,0.9788,0.1828,1.1959,1.17,14.17,759.9,
2024-10-15,19,601128,,0.976,0.1559,1.1754,1.5345,7.25,218.6,新
2024-10-15,20,002142,,0.9759,0.1547,1.1772,1.499,24.95,1627.6,
2024-11-12,1,601997,,0.9984,0.2265,2.7108,1.1315,6.05,221.1,
2024-11-12,2,601169,,0.9965,0.1973,2.2555,0.8881,5.58,1178.9,新
2024-11-12,3,601916,,0.9963,0.1783,2.1685,1.5867,2.86,616.4,
2024-11-12,4,601077,,0.9939,0.1772,1.9974,0.7929,5.47,483.7,
2024-11-12,5,601229,,0.9936,0.1964,2.0185,0.5727,7.89,1092.9,新
2024-11-12,6,002807,,0.9936,0.2061,1.7412,0.7152,4.11,101.1,
2024-11-12,7,002948,,0.9924,0.175,1.675,1.1706,3.72,115.5,
2024-11-12,8,000001,,0.9917,0.1949,1.8774,0.5072,11.54,2239.9,
2024-11-12,9,601860,,0.991,0.1521,1.82,0.8112,2.89,102.4,
2024-11-12,10,601658,,0.9903,0.157,1.6243,1.1195,5.16,3463.0,
2024-11-12,11,601288,,0.9901,0.1573,1.5661,1.4306,4.64,14815.7,
2024-11-12,12,601528,,0.99,0.1809,1.6992,0.512,5.36,91.5,
2024-11-12,13,600908,,0.9898,0.1752,1.6319,0.5984,5.77,115.3,
2024-11-12,14,601665,,0.9893,0.1789,1.4573,0.8531,5.26,254.1,
2024-11-12,15,601825,,0.9887,0.1643,1.6037,0.6176,7.73,720.2,
2024-11-12,16,601939,,0.9877,0.1657,1.5912,0.5711,7.84,752.6,新
2024-11-12,17,002966,,0.9875,0.1733,1.508,0.5765,7.56,278.5,
2024-11-12,18,600926,,0.9875,0.1969,1.2919,0.8991,13.61,747.9,
2024-11-12,19,601128,,0.9842,0.1624,1.2607,1.2179,7.08,213.5,
2024-11-12,20,601988,,0.9839,0.1545,1.6687,0.3535,4.79,10093.8,新
2024-12-10,1,601997,,0.9984,0.2228,2.6669,1.1132,6.15,224.8,
2024-12-10,2,601916,,0.9962,0.1704,2.0735,1.5172,2.99,644.6,
2024-12-10,3,601169,,0.9958,0.1858,2.1243,0.8365,5.92,1251.7,
2024-12-10,4,601077,,0.9933,0.1684,1.8979,0.7534,5.76,509.1,
2024-12-10,5,002807,,0.9933,0.1963,1.6583,0.6811,4.32,106.1,
2024-12-10,6,002948,,0.9928,0.1696,1.6238,1.1348,3.83,119.2,
2024-12-10,7,601229,,0.9916,0.1775,1.8245,0.5177,8.73,1240.5,
2024-12-10,8,000001,,0.9915,0.1908,1.8376,0.4964,11.79,2288.4,
2024-12-10,9,601860,,0.991,0.1472,1.7611,0.785,2.99,105.9,
2024-12-10,10,601665,,0.9904,0.1774,1.4453,0.846,5.3,256.2,
2024-12-10,11,600908,,0.9901,0.171,1.5932,0.5842,5.91,118.1,
2024-12-10,12,601658,,0.9886,0.1447,1.4971,1.0319,5.6,3757.1,
2024-12-10,13,601288,,0.9884,0.1448,1.442,1.3172,5.04,16090.5,
2024-12-10,14,601825,,0.9882,0.156,1.5233,0.5867,8.14,758.3,
2024-12-10,15,601528,,0.9874,0.1696,1.593,0.48,5.72,97.6,
2024-12-10,16,601939,,0.9869,0.1554,1.4918,0.5354,8.37,802.8,
2024-12-10,17,002966,,0.9864,0.1639,1.4261,0.5451,7.99,294.5,
2024-12-10,18,600926,,0.986,0.1876,1.2306,0.8564,14.29,785.1,
2024-12-10,19,002142,,0.9822,0.1539,1.179,0.8923,25.35,1653.7,新
2024-12-10,20,601128,,0.9817,0.1495,1.1608,1.1214,7.69,231.9,
2025-01-08,1,601997,,0.9979,0.2342,2.803,1.17,5.85,213.9,
2025-01-08,2,601916,,0.9957,0.1769,2.1521,1.5746,2.88,621.1,
2025-01-08,3,601169,,0.994,0.1814,2.0737,0.8165,6.06,1282.3,
2025-01-08,4,601860,,0.9918,0.1598,1.9124,0.8524,2.75,97.8,
2025-01-08,5,002807,,0.991,0.2002,1.6915,0.6947,4.23,104.0,
2025-01-08,6,601077,,0.9903,0.161,1.8145,0.7203,6.03,532.5,
2025-01-08,7,000001,,0.9894,0.1957,1.8845,0.5091,11.5,2231.4,
2025-01-08,8,002948,,0.9893,0.1682,1.6104,1.1255,3.86,120.3,
2025-01-08,9,600908,,0.9884,0.1765,1.6443,0.6029,5.72,114.4,
2025-01-08,10,601229,,0.9876,0.1747,1.7957,0.5095,8.87,1260.5,
2025-01-08,11,601528,,0.9861,0.1784,1.6755,0.5049,5.44,92.8,
2025-01-08,12,601658,,0.9861,0.1488,1.5391,1.0608,5.44,3654.8,
2025-01-08,13,601665,,0.9848,0.1714,1.3965,0.8174,5.48,265.2,
2025-01-08,14,601288,,0.9831,0.1411,1.4045,1.2829,5.17,16520.8,
2025-01-08,15,601825,,0.9824,0.1524,1.488,0.573,8.33,776.3,
2025-01-08,16,002966,,0.9811,0.1621,1.411,0.5394,8.08,303.1,
2025-01-08,17,600926,,0.9797,0.1836,1.2047,0.8384,14.59,809.3,
2025-01-08,18,601939,,0.9784,0.1471,1.4127,0.5071,8.84,847.7,
2025-01-08,19,601128,,0.9776,0.1542,1.1971,1.1565,7.46,224.8,
2025-01-08,20,002142,,0.9756,0.1529,1.1715,0.8867,25.51,1664.3,
2025-02-13,1,601997,,0.9983,0.2342,2.803,1.17,5.85,213.9,
