样本类型,观察日期,股票代码,股票名称,收盘价,统一信号,信号类型,信号理由,首次触发日期,连续确认天数,触发状态,平台信号,周线多头排列,案例展示分层_质量,案例辅助标签_周线五态,距一年低点涨幅,近120日收益,MA20持续度,RPS50,RPS60,RPS250,距一年高点价格差,平台调整天数,平台深度,平台缩量比,平台收敛比,R09核心质量分
历史观察,2016-07-15,601318,中国平安,22.41,0,无信号,MA20持续度≥55%；RPS50=52.6,,0,未触发,无平台信号,False,中,均线蓄势,0.31978798586572443,0.06007568590350054,0.5583333333333333,52.6433358153388,59.16386711459501,20.282119710255433,-0.19214131218457098,,,,,0.6239403680557093
历史观察,2016-07-18,601318,中国平安,22.48,0,无信号,MA20持续度≥55%；RPS50=57.4,,0,未触发,无平台信号,False,中,均线蓄势,0.3239104829210837,0.04899673355109657,0.5666666666666667,57.37155621742368,43.07577454273983,20.663362561951963,-0.18961788031723137,,,,,0.6235430299477
历史观察,2016-07-19,601318,中国平安,22.27,0,无信号,MA20持续度≥55%；RPS50=42.9,,0,未触发,无平台信号,False,中,均线蓄势,0.3115429917550059,0.07221954742416958,0.575,42.89434523809524,34.06716417910447,21.654593976362943,-0.1971881759192502,,,,,0.6232416263769226
历史观察,2016-07-20,601318,中国平安,22.22,0,无信号,MA20持续度≥55%；RPS50=28.0,,0,未触发,无平台信号,False,中,均线蓄势,0.30859835100117783,0.08337396392003882,0.5833333333333334,27.976190476190478,34.55223880597015,29.47007243614182,-0.19899062725306416,,,,,0.6233318361519589
历史观察,2016-07-21,601318,中国平安,22.38,0,无信号,MA20持续度≥55%；RPS50=28.1,,0,未触发,无平台信号,False,中,均线蓄势,0.3180212014134274,0.08852140077821025,0.5916666666666667,28.077352175529935,35.35994032077583,35.18871521158978,-0.1932227829848594,,,,,0.6226775613955163
历史观察,2016-07-22,601318,中国平安,22.21,0,无信号,MA20持续度≥55%；RPS50=26.8,,0,未触发,无平台信号,False,中,均线蓄势,0.3080094228504122,0.07920310981535494,0.6,26.802973977695167,39.64938455800075,26.57262676324819,-0.19935111751982693,,,,,0.6224915963721274
历史观察,2016-07-25,601318,中国平安,22.21,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=20.2,,0,未触发,无平台信号,False,中,均线蓄势,0.3080094228504122,0.11720321931589539,0.6083333333333333,20.185873605947954,38.3668903803132,28.936332443766677,-0.19935111751982693,,,,,0.6224959949779236
历史观察,2016-07-26,601318,中国平安,22.36,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=18.6,,0,未触发,无平台信号,False,中,均线蓄势,0.3168433451118964,0.12474849094567397,0.6166666666666667,18.550185873605948,35.2590383898621,32.215020968356846,-0.19394376351838494,,,,,0.6219972709339052
历史观察,2016-07-27,601318,中国平安,22.55,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=42.7,,0,未触发,无平台信号,False,中,均线蓄势,0.328032979976443,0.1314601103863522,0.625,42.69788182831661,55.14157973174366,40.94548227220739,-0.18709444844989176,,,,,0.6225962976638206
历史观察,2016-07-28,601318,中国平安,22.31,0,无信号,MA20持续度≥55%；RPS50=39.8,,0,未触发,无平台信号,False,中,均线蓄势,0.3138987043580681,0.08670238675109587,0.6333333333333333,39.76217019695281,62.42085661080075,42.85169653069005,-0.195746214852199,,,,,0.6212397585516952
历史观察,2016-07-29,601318,中国平安,22.26,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=25.4,,0,未触发,无平台信号,False,中,均线蓄势,0.31095406360424027,0.10801393728222997,0.6416666666666667,25.380899293942772,64.07297096053611,47.12161646969119,-0.19754866618601286,,,,,0.62132900264673
历史观察,2016-08-01,601318,中国平安,22.2,0,无信号,MA20持续度≥55%；RPS50=30.1,,0,未触发,无平台信号,False,中,均线蓄势,0.3074204946996466,0.08876900441392843,0.6416666666666667,30.12630014858841,69.69471332836932,47.88410217308425,-0.18050941306755264,,,,,0.6205780606785624
历史观察,2016-08-02,601318,中国平安,22.2,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=31.6,,0,未触发,无平台信号,False,中,均线蓄势,0.3074204946996466,0.10119047619047605,0.6416666666666667,31.575037147102524,59.41220238095239,48.30346930995044,-0.11764705882352944,,,,,0.6204052743505487
历史观察,2016-08-03,601318,中国平安,22.13,0,无信号,MA20持续度≥55%；RPS50=34.5,,0,未触发,无平台信号,False,中,均线蓄势,0.30329799764428733,0.09500247402276085,0.6416666666666667,34.50965824665676,43.30357142857143,48.189096454441476,-0.12042925278219396,,,,,0.6201253007564883
历史观察,2016-08-04,601318,中国平安,22.11,0,无信号,MA20持续度≥55%；RPS50=31.1,,0,未触发,无平台信号,False,中,均线蓄势,0.3021201413427561,0.09563924677898905,0.6416666666666667,31.12927191679049,40.052063964298995,47.69348074723599,-0.12122416534181246,,,,,0.619977910388041
历史观察,2016-08-05,601318,中国平安,22.13,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=32.5,,0,未触发,无平台信号,False,中,均线蓄势,0.30329799764428733,0.10539460539460532,0.6416666666666667,32.528778314147786,38.62453531598513,57.75829203202439,-0.12042925278219396,,,,,0.6203652589026045
历史观察,2016-08-08,601318,中国平安,22.19,0,无信号,MA20持续度≥55%；RPS50=31.6,,0,未触发,无平台信号,False,中,均线蓄势,0.306831566548881,0.08296730112249895,0.6416666666666667,31.551596139569416,29.405204460966544,54.78459778879146,-0.11804451510333858,,,,,0.6197685289299
历史观察,2016-08-09,601318,中国平安,22.38,0,无信号,MA20持续度≥55%；RPS50=31.0,,0,未触发,无平台信号,False,中,均线蓄势,0.3180212014134274,0.09544787077826733,0.65,31.031922791388272,27.732342007434944,56.99580632863134,-0.1104928457869635,,,,,0.6192359433248321
历史观察,2016-08-10,601318,中国平安,22.38,0,无信号,MA20持续度≥55%；RPS50=27.5,,0,未触发,无平台信号,False,中,均线蓄势,0.3180212014134274,0.09975429975429972,0.6583333333333333,27.522255192878337,35.785953177257525,50.85779641631719,-0.1104928457869635,,,,,0.6170862205247638
历史观察,2016-08-11,601318,中国平安,22.55,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=42.7,,0,未触发,无平台信号,False,中,均线蓄势,0.328032979976443,0.10810810810810811,0.6666666666666666,42.69287833827893,44.927536231884055,59.51200914982844,-0.1037360890302067,,,,,0.6164753139101187
历史观察,2016-08-12,601318,中国平安,23.02,0,无信号,MA20持续度≥55%；RPS50=52.4,,0,未触发,无平台信号,False,中,弱势结构,0.35571260306242625,0.09254864736592316,0.6666666666666666,52.44807121661721,31.88405797101449,64.16317194052613,-0.0850556438791733,,,,,0.6160123322489733
历史观察,2016-08-15,601318,中国平安,23.77,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=60.9,,0,未触发,无平台信号,False,中,突破启动,0.39988221436984683,0.1455421686746987,0.6666666666666666,60.88246199480905,37.518573551263,66.60312619138391,-0.055246422893481695,,,,,0.6149421594394158
历史观察,2016-08-16,601318,中国平安,23.33,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=52.7,,0,未触发,无平台信号,False,中,弱势结构,0.37396937573615996,0.12759787336877704,0.6666666666666666,52.705707931801335,32.949479940564636,64.0106747998475,-0.07273449920508757,,,,,0.6141806667087873
历史观察,2016-08-17,601318,中国平安,23.36,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=55.2,,0,未触发,无平台信号,False,中,弱势结构,0.375736160188457,0.18578680203045694,0.675,55.20563171545017,38.03863298662704,65.61189477697293,-0.07154213036565982,,,,,0.6140476126531951
历史观察,2016-08-18,601318,中国平安,23.68,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=60.6,,0,未触发,无平台信号,False,缺失,突破启动,0.39458186101295634,0.1959595959595959,0.6833333333333333,60.55555555555555,41.86478454680535,69.46244757910789,-0.05882352941176472,,,,,
历史观察,2016-08-19,601318,中国平安,23.74,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=59.9,,0,未触发,无平台信号,False,缺失,弱势结构,0.39811542991755,0.2032437911809426,0.6916666666666667,59.918578830495925,41.70070553286298,71.55928326343881,-0.056438791732909444,,,,,
历史观察,2016-08-22,601318,中国平安,23.7,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=47.2,,0,未触发,无平台信号,False,缺失,弱势结构,0.39575971731448756,0.19095477386934667,0.7,47.187268689859366,45.99109131403118,74.53297750667176,-0.05802861685214633,,,,,
历史观察,2016-08-23,601318,中国平安,23.96,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=50.0,,0,未触发,无平台信号,False,缺失,弱势结构,0.41107184923439344,0.1670725767169996,0.7,49.96299037749815,50.074239049740164,76.89668318719023,-0.04769475357710651,,,,,
历史观察,2016-08-24,601318,中国平安,23.61,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=55.3,,0,未触发,无平台信号,False,缺失,弱势结构,0.39045936395759706,0.1422351233671988,0.7,55.34591194968554,37.53709198813057,77.92603888677088,-0.061605723370429244,,,,,
历史观察,2016-08-25,601318,中国平安,23.44,0,无信号,MA20持续度≥55%；RPS50=53.8,,0,未触发,无平台信号,False,缺失,弱势结构,0.3804475853945819,0.09226467847157505,0.7,53.82907880133185,43.87982195845697,76.09607319862752,-0.06836248012718593,,,,,
历史观察,2016-08-26,601318,中国平安,23.44,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=56.5,,0,未触发,无平台信号,False,缺失,弱势结构,0.3804475853945819,0.10984848484848486,0.7,56.4927857935627,49.5919881305638,77.20167746854747,-0.06836248012718593,,,,,
历史观察,2016-08-29,601318,中国平安,23.56,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=55.9,,0,未触发,无平台信号,False,缺失,弱势结构,0.387514723203769,0.10662282761860031,0.7,55.86385497595264,54.91286614757137,77.0110560426992,-0.06359300476947538,,,,,
历史观察,2016-08-30,601318,中国平安,23.53,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=53.3,,0,未触发,无平台信号,False,缺失,弱势结构,0.3857479387514724,0.10210772833723647,0.7,53.274139844617096,55.15196441808747,74.5711017918414,-0.06478537360890302,,,,,
历史观察,2016-08-31,601318,中国平安,23.53,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=59.4,,0,未触发,无平台信号,False,缺失,弱势结构,0.3857479387514724,0.12529890004782396,0.7,59.39349112426036,58.28084475731753,75.82920320243996,-0.06478537360890302,,,,,
历史观察,2016-09-01,601318,中国平安,23.64,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=64.1,,0,未触发,无平台信号,False,缺失,弱势结构,0.32659932659932656,0.11984841307437244,0.7,64.05325443786982,62.85185185185185,73.46549752192146,-0.060413354531001606,,,,,
历史观察,2016-09-02,601318,中国平安,23.97,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=71.1,,0,未触发,无平台信号,False,缺失,弱势结构,0.22734254992319491,0.1327977315689981,0.7,71.10125646711013,67.9496669133975,65.1544033549371,-0.04729729729729737,,,,,
历史观察,2016-09-05,601318,中国平安,24.04,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=76.0,,0,未触发,无平台信号,False,缺失,弱势结构,0.23092677931387606,0.12705110173464607,0.7,76.01626016260163,52.442635085122134,56.88143347312238,-0.044515103338632844,,,,,
历史观察,2016-09-06,601318,中国平安,24.3,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=76.7,,0,未触发,无平台信号,False,缺失,弱势结构,0.24423963133640547,0.11161939615736505,0.7,76.72700406353897,50.6661732050333,63.667556233320624,-0.03418124006359302,,,,,
历史观察,2016-09-07,601318,中国平安,24.35,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=75.0,,0,未触发,无平台信号,False,缺失,弱势结构,0.24679979518689188,0.11851171336701882,0.7,74.97231450719822,63.22604513503515,54.403354937094925,-0.032193958664546884,,,,,
历史观察,2016-09-08,601318,中国平安,24.47,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=76.4,,0,未触发,无平台信号,False,缺失,弱势结构,0.2529441884280592,0.11990846681922185,0.7,76.375046142488,61.59822419533852,45.367899351887154,-0.027424483306836334,,,,,
历史观察,2016-09-09,601318,中国平安,24.53,0,无信号,MA20持续度≥55%；RPS50=77.9,,0,未触发,无平台信号,True,缺失,多头趋势,0.256016385048643,0.09852216748768483,0.7,77.93357933579335,68.1465038845727,43.53793366374381,-0.025039745627980836,,,,,
历史观察,2016-09-12,601318,中国平安,24.29,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=83.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.23299492385786813,0.11217948717948723,0.7,83.76383763837639,73.06696263411024,52.76401067479984,-0.03457869634340227,,,,,
历史观察,2016-09-13,601318,中国平安,24.01,0,无信号,MA20持续度≥55%；RPS50=80.6,,0,未触发,无平台信号,True,缺失,多头趋势,0.2187817258883249,0.0943482224247949,0.7,80.56784660766961,64.40991490935997,53.60274494853221,-0.04570747217806037,,,,,
历史观察,2016-09-14,601318,中国平安,23.72,0,无信号,MA20持续度≥55%；RPS50=81.1,,0,未触发,无平台信号,True,缺失,多头趋势,0.20406091370558377,0.09662505779010644,0.6916666666666667,81.09104312569112,67.2707100591716,55.81395348837209,-0.05723370429252783,,,,,
历史观察,2016-09-19,601318,中国平安,24.19,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=82.0,,0,未触发,无平台信号,True,缺失,多头趋势,0.22791878172588853,0.10912425492893174,0.6916666666666667,82.01915991156964,70.08136094674556,53.4502478078536,-0.038553259141494434,,,,,
历史观察,2016-09-20,601318,中国平安,24.1,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=82.0,,0,未触发,无平台信号,True,缺失,多头趋势,0.22335025380710682,0.1261682242990656,0.6916666666666667,81.95211786372008,69.62305986696231,56.57643919176516,-0.04213036565977735,,,,,
历史观察,2016-09-21,601318,中国平安,23.98,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=79.9,,0,未触发,无平台信号,True,缺失,多头趋势,0.217258883248731,0.12793979303856995,0.7,79.88950276243094,72.50554323725056,43.00419367136866,-0.04689984101748812,,,,,
历史观察,2016-09-22,601318,中国平安,24.21,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=79.2,,0,未触发,无平台信号,True,缺失,多头趋势,0.22893401015228432,0.11259191176470584,0.7,79.205005520795,75.24935352789065,38.543652306519256,-0.037758346581875935,,,,,
历史观察,2016-09-23,601318,中国平安,24.13,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=80.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.2248730964467005,0.11506469500924199,0.7,80.41958041958041,73.2373569582872,44.071673656118946,-0.04093799682034982,,,,,
历史观察,2016-09-26,601318,中国平安,23.78,0,无信号,MA20持续度≥55%；RPS50=82.1,,0,未触发,无平台信号,True,缺失,多头趋势,0.20710659898477157,0.09534776600644856,0.6916666666666667,82.14942951785056,76.26430417128091,42.73732367518109,-0.054848966613672445,,,,,
历史观察,2016-09-27,601318,中国平安,23.76,0,无信号,MA20持续度≥55%；RPS50=78.7,,0,未触发,无平台信号,True,缺失,多头趋势,0.20609137055837579,0.09141019751952228,0.6833333333333333,78.74493927125506,72.619926199262,42.50857796416317,-0.05564387917329083,,,,,
历史观察,2016-09-28,601318,中国平安,23.61,0,无信号,MA20持续度≥55%；RPS50=75.2,,0,未触发,无平台信号,True,缺失,多头趋势,0.19847715736040605,0.09356183418249198,0.6833333333333333,75.23003312476997,73.46863468634687,46.93099504384293,-0.061605723370429244,,,,,
历史观察,2016-09-29,601318,中国平安,23.65,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=77.6,,0,未触发,无平台信号,True,缺失,多头趋势,0.20050761421319785,0.10824742268041221,0.6833333333333333,77.59381898454745,74.29941002949853,43.919176515440334,-0.06001589825119247,,,,,
历史观察,2016-09-30,601318,中国平安,23.63,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=77.0,,0,未触发,无平台信号,True,缺失,多头趋势,0.19949238578680206,0.11462264150943402,0.6833333333333333,76.96835908756438,74.93549576115002,45.939763629431944,-0.060810810810810856,,,,,
历史观察,2016-10-10,601318,中国平安,23.93,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=75.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.21472081218274108,0.11665888940737279,0.6833333333333333,75.53348050036792,74.76050110537952,45.520396492565766,-0.048887122416534146,,,,,
历史观察,2016-10-11,601318,中国平安,23.78,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=71.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.20710659898477157,0.10810810810810811,0.6833333333333333,71.78072111846946,72.19152854511971,38.238658025162025,-0.054848966613672445,,,,,
历史观察,2016-10-12,601318,中国平安,23.72,0,无信号,MA20持续度≥55%；RPS50=71.6,,0,未触发,无平台信号,True,缺失,多头趋势,0.20406091370558377,0.0925840626439427,0.675,71.59676232523915,70.01841620626152,42.43232939382386,-0.05723370429252783,,,,,
历史观察,2016-10-13,601318,中国平安,23.6,0,无信号,MA20持续度≥55%；RPS50=70.7,,0,未触发,无平台信号,True,缺失,多头趋势,0.19796954314720816,0.08356290174471992,0.6666666666666666,70.7092980521867,66.35995583364004,43.00419367136866,-0.06200317965023838,,,,,
历史观察,2016-10-14,601318,中国平安,23.59,0,无信号,MA20持续度≥55%；RPS50=53.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.19746192893401027,0.08409926470588225,0.6583333333333333,53.50973906651966,68.052999631947,44.757910789172705,-0.06240063593004774,,,,,
历史观察,2016-10-17,601318,中国平安,23.47,0,无信号,MA20持续度≥55%；RPS50=59.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.19137055837563444,0.08506703652334724,0.6583333333333333,59.44158706833211,70.1509017298491,47.76972931757529,-0.0671701112877584,,,,,
历史观察,2016-10-18,601318,中国平安,23.65,0,无信号,MA20持续度≥55%；RPS50=54.9,,0,未触发,无平台信号,True,缺失,多头趋势,0.20050761421319785,0.0888581952117864,0.65,54.886113152094055,66.72800883327199,44.45291650781547,-0.06001589825119247,,,,,
历史观察,2016-10-19,601318,中国平安,23.6,0,无信号,MA20持续度≥55%；RPS50=49.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.19796954314720816,0.07713372889091752,0.6416666666666667,49.50422328314359,62.67942583732058,46.168509340449866,-0.06200317965023838,,,,,
历史观察,2016-10-20,601318,中国平安,23.61,0,无信号,MA20持续度≥55%；RPS50=52.6,,0,未触发,无平台信号,True,缺失,多头趋势,0.19847715736040605,0.07709854014598538,0.6333333333333333,52.641232575201755,66.3355408388521,49.523446435379334,-0.061605723370429244,,,,,
历史观察,2016-10-21,601318,中国平安,23.67,0,无信号,MA20持续度≥55%；RPS50=58.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.20152284263959408,0.07346938775510203,0.625,58.54732208363903,69.79396615158204,51.42966069386199,-0.05922098569157386,,,,,
历史观察,2016-10-24,601318,中国平安,23.85,0,无信号,MA20持续度≥55%；RPS50=59.2,,0,未触发,无平台信号,True,缺失,多头趋势,0.2106598984771575,0.08458390177353348,0.625,59.244314013206164,68.2487122884474,52.84025924513915,-0.05206677265500792,,,,,
