code,n_big,n_small,ca_factor_首,ca_factor_末,qfq_factor_首,qfq_factor_末,ca_累计倍数,qfq_累计倍数
000517,3,41,1.1534174083756914,1.0010398621886052,0.23243805890994704,1.0010398621886056,0.8678903707534005,4.306695155187285
000518,0,26,1.0002525112056773,1.003412210204167,1.0002525112056773,1.003412210204167,1.0031589013405036,1.0031589013405036
000519,2,38,1.0011891950998504,0.9887983648179711,0.6982742796094075,0.9887983648179711,0.9876238873306623,1.416060126646901
000520,0,18,1.0037417114240128,0.999887865422867,1.0037417114240128,0.999887865422867,0.9961605202241935,0.9961605202241935
000521,0,41,1.0432143571759005,0.9973474130929547,0.7742602986282884,0.9973474130929547,0.9560330590089723,1.2881293472749367
000523,0,38,1.0024454886253786,1.000736747697105,0.8159538922304771,1.0007367476971052,0.9982954275841803,1.2264623739480045
000524,0,43,1.008191638134261,0.9995231880214691,0.8954042130137929,0.9995231880214689,0.9914019817414539,1.1162815335179488
000525,1,45,0.9146047630835257,0.9988368080381429,0.8001796589233389,0.9988368080381429,1.0920966611529934,1.2482656824619887
000526,0,44,1.0002635961945032,1.005611497836855,1.0002635961945032,1.005611497836855,1.0053464923273205,1.0053464923273205
000527,0,1,1.0018490538670615,0.9975257649424635,0.9568221300977554,0.9975257649424635,0.9956846903154618,1.042540440447954
000528,3,36,1.1244886280621016,0.9996317746729505,0.5554362055437632,0.9996317746729502,0.8889656593465739,1.7997238291197215
000529,2,40,1.0195394405671128,1.0006328761918497,0.8345197854241464,1.0006328761918497,0.9814557793225278,1.1990523096864336
000530,1,51,1.0837430266933274,1.001117206548678,0.4202465098492197,1.0011172065486782,0.923758844938773,2.3822142078178574
000531,2,43,1.1641149811593352,1.0001697345319918,0.31975532245815563,1.0001697345319918,0.8591674797758626,3.127922083807933
000532,0,61,1.0035151518949639,0.9987931163052116,0.9456771835958045,0.9987931163052115,0.9952945049401242,1.0561670870681696
000533,0,42,1.002577758807198,0.9975407549918721,0.9646924192374571,0.9975407549918721,0.9949759469815901,1.0340505793342711
000534,0,34,1.005446299508089,0.9883571279607223,0.9306209504883362,0.9883571279607222,0.9830033970429574,1.0620404875283427
000536,2,39,0.9227745017562007,0.9984630005830342,0.5234043886202413,0.998463000583034,1.0820227462752656,1.9076320762519894
000537,0,52,1.026780124940678,1.0055857791186067,0.8158731590832452,1.005585779118607,0.9793584377928081,1.2325271004729854
000538,1,22,1.1268414775353888,0.9991253909671866,0.34823653548640965,0.999125390967187,0.8866601122568358,2.8690998478135823
000539,0,42,1.0621008474217557,0.9958517250159025,0.6490670564099047,0.9958517250159027,0.9376244519843171,1.5342817281840189
