样本类型,观察日期,股票代码,股票名称,收盘价,统一信号,信号类型,信号理由,首次触发日期,连续确认天数,触发状态,平台信号,周线多头排列,案例展示分层_质量,案例辅助标签_周线五态,距一年低点涨幅,近120日收益,MA20持续度,RPS50,RPS60,RPS250,距一年高点价格差,平台深度,平台缩量比,平台收敛比,R09核心质量分
当日观察,2026-08-28,002762,金发拉比,9.45,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=78.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.5023847376788553,0.40625,0.6666666666666666,78.3592102741039,82.95955529998083,87.58700696055685,-0.11100658513640649,,,,
当日观察,2026-08-28,002747,埃斯顿,31.49,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=27.3,,0,未触发,无平台信号,True,高,多头趋势,0.6223596084492529,0.4165542060278902,0.6083333333333333,27.295380486869846,82.74870615296147,82.32791956689869,-0.35734693877551027,,,,0.7128407916620625
当日观察,2026-08-28,003018,金富科技,44.89,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=20.5,,0,未触发,无平台信号,False,中,回踩修复,3.715336134453782,0.9915705412599825,0.6916666666666667,20.50987157370136,82.19283112900135,99.43928847641145,-0.304785504104073,0.3926316,0.9809582,0.7526459,0.4762835679825464
当日观察,2026-08-28,603061,金海通,337.46,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=44.2,,0,未触发,无平台信号,True,高,多头趋势,4.061646917654117,0.8241081081081081,0.675,44.220816561242096,81.79030093923711,99.70997679814386,-0.3547609942638623,,,,0.7283678453637008
当日观察,2026-08-28,300567,精测电子,215.6,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=60.0,,0,未触发,无平台信号,True,缺失,多头趋势,2.488673139158576,0.5006612375582935,0.6333333333333333,59.9961663791451,81.00440866398313,98.80123743232791,-0.3211586901763225,,,,
当日观察,2026-08-28,688699,明微电子,61.25,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=24.4,,0,未触发,无平台信号,True,中,多头趋势,0.7898889538281708,0.2979444797626616,0.5583333333333333,24.400996741422272,79.5476327391221,88.97911832946636,-0.26479414235986076,0.38467196,20.64402,0.70102227,0.6819513739536893
当日观察,2026-08-28,300093,金刚光伏,24.2,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=70.1,,0,未触发,无平台信号,True,缺失,多头趋势,1.2532588454376161,0.41025641025641013,0.725,70.0785892275254,78.87674908951506,94.08352668213456,-0.11225238444607488,,,,
当日观察,2026-08-28,688598,金博股份,35.6,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=1.6,,0,未触发,无平台信号,True,缺失,多头趋势,0.679245283018868,0.3809154383242823,0.5583333333333333,1.6484569676059035,78.76174046386812,83.39133797370457,-0.4261766602192134,,,,
当日观察,2026-08-28,688777,,92.14,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=11.0,,0,未触发,无平台信号,False,低,回踩修复,0.9713307659392383,0.24429439567859568,0.575,10.964155645006707,78.3400421698294,93.44547563805105,-0.25991967871485944,,,,0.2520368956354756
当日观察,2026-08-28,301217,铜冠铜箔,114.39,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=1.0,,0,未触发,无平台信号,True,中,多头趋势,3.2524163568773234,1.6695449241540254,0.6583333333333333,0.9775733179988499,77.86083956296721,98.74323279195669,-0.42805000000000004,,,,0.44695943358169404
当日观察,2026-08-28,300566,激智科技,27.89,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=19.5,,0,未触发,无平台信号,True,中,多头趋势,0.6243447874199184,0.3924113829256115,0.6416666666666667,19.53229825570251,77.82250335441825,85.13147718484146,-0.3397253787878788,,,,0.6163353788835768
当日观察,2026-08-28,301281,科源制药,48.2,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=44.3,,0,未触发,无平台信号,True,中,多头趋势,0.837590545177278,0.1019661636945588,0.6083333333333333,44.27832087406556,77.68832662449684,82.54060324825986,-0.16968130921619284,,,,0.6309497041691718
当日观察,2026-08-28,301557,常友科技,86.28,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=40.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.7153081510934396,0.23628026937956714,0.6583333333333333,40.42553191489361,77.64999041594787,89.36581593194121,-0.19999999999999996,0.33333334,0.9585081,1.1677842,
当日观察,2026-08-28,301396,宏景科技,176.25,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=16.8,,0,未触发,无平台信号,False,中,回踩修复,3.206443914081146,1.5926743159752865,0.6333333333333333,16.772091240176344,77.55414989457543,99.18793503480279,-0.4684861278648975,0.4795092,1.3425692,0.8868774,0.5956468201875351
当日观察,2026-08-28,688697,纽威数控,14.91,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=46.0,,0,未触发,无平台信号,True,中,多头趋势,0.5152439024390245,0.3844011142061281,0.5583333333333333,45.965114050220436,76.90243434924287,84.99613302397525,-0.14800000000000002,0.25985223,23.461695,0.7495296,0.490577486292204
当日观察,2026-08-28,300560,中富通,18.62,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=51.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.5363036303630364,0.16447779862414014,0.5916666666666667,51.35135135135135,76.25071880391029,81.03248259860788,-0.18725447402880835,0.49645704,0.45008117,0.82629144,
当日观察,2026-08-28,301392,汇成真空,175.41,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=22.7,,0,未触发,无平台信号,False,缺失,回踩修复,0.7053276297880615,0.5188327993765693,0.6666666666666666,22.67586735671842,75.924861031244,64.96519721577727,-0.39228797117516623,0.36065573,0.90280396,0.76549137,
当日观察,2026-08-28,002655,共达电声,38.22,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=32.8,,0,未触发,无平台信号,True,低,多头趋势,2.2694610778443116,1.2682492581602371,0.7416666666666667,32.75829020509872,75.11980065171554,97.42846094354215,-0.2524936436534325,0.4778023,0.794284,0.7382783,0.2694287207447984
当日观察,2026-08-28,688052,,253.44,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=41.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.8230470435908501,0.5422625205379419,0.5583333333333333,41.824803526931184,75.08146444316657,85.69218870843001,-0.1552,0.3398542,25.907476,0.8605835,
当日观察,2026-08-28,688345,博力威,52.12,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=50.5,,0,未触发,无平台信号,False,中,回踩修复,0.8084663428174879,0.43226161033250876,0.65,50.5271228675484,75.00479202606863,92.24671307037896,-0.16057336124979882,,,,0.6633289155930291
当日观察,2026-08-28,600539,狮头股份,15.16,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=71.6,,0,未触发,无平台信号,False,缺失,回踩修复,0.5375253549695742,0.2771693344566135,0.5916666666666667,71.5737013609354,74.39141268928503,85.49883990719258,-0.2637202525497815,0.36345777,1.0487083,0.7449847,
当日观察,2026-08-28,688630,芯碁微装,418.8,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=23.0,,0,未触发,无平台信号,True,高,多头趋势,2.961782234414909,1.22813364545648,0.7416666666666667,23.02089323365919,73.95054629097181,98.12451662799691,-0.246084608460846,,,,0.7626201366377156
当日观察,2026-08-28,300199,翰宇药业,23.45,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=75.6,,0,未触发,无平台信号,True,高,多头趋势,0.43337408312958425,0.3633720930232558,0.6,75.64692351926394,73.75886524822694,28.267594740912607,-0.21702838063439067,,,,0.8410859612329283
当日观察,2026-08-28,301183,东田微,230.9,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=30.0,,0,未触发,无平台信号,True,中,多头趋势,2.0721128259712613,0.4720132602320539,0.575,29.99808318957255,72.80046003450259,98.18252126836813,-0.14189088746841083,0.50535554,0.659537,0.9711431,0.686912538316592
当日观察,2026-08-28,002203,海亮股份,19.75,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=15.4,,0,未触发,平台观察,False,缺失,回踩修复,0.8440709617180204,0.4127324749642345,0.5916666666666667,15.411155836687751,72.12957638489553,88.07037896365043,-0.24445294567712317,0.23091602,0.50353867,0.6939829,
当日观察,2026-08-28,603156,,42.11,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=36.9,,0,未触发,无平台信号,True,高,多头趋势,1.0672557682866959,0.37975098296199206,0.6166666666666667,36.860264519838985,71.70787809085681,94.81825212683681,-0.22833058457027677,,,,0.7854513790677653
当日观察,2026-08-28,600183,生益科技,145.65,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=17.0,,0,未触发,无平台信号,True,高,多头趋势,2.320793433652531,1.2886549340037714,0.6,17.002108491470196,71.66954188230784,98.569218870843,-0.22195512820512808,,,,0.7586649483960702
当日观察,2026-08-28,688347,华虹公司,248.01,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=32.1,,0,未触发,无平台信号,True,中,多头趋势,2.685141158989599,1.105526784956278,0.6416666666666667,32.06823845121718,71.32451600536707,98.22119102861562,-0.38074906367041206,,,,0.5218854905271042
当日观察,2026-08-28,301528,多浦乐,56.54,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=27.6,,0,未触发,无平台信号,True,中,多头趋势,0.49221430456584847,0.2812145932472241,0.5666666666666667,27.602070155261643,71.30534790109259,83.37200309358082,-0.33747363487227566,,,,0.5436192517100052
当日观察,2026-08-28,300661,圣邦股份,114.5,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=27.2,,0,未触发,无平台信号,True,中,多头趋势,0.8367019570099454,0.7454268292682928,0.7083333333333334,27.218708069771903,70.09775733179988,87.93503480278422,-0.20197936994703092,,,,0.5186132104804776
当日观察,2026-08-28,688536,思瑞浦,308.8,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=34.1,,0,未触发,无平台信号,True,中,多头趋势,1.2053992286816166,0.8066931897963963,0.6916666666666667,34.061721295763846,69.65689093348668,95.28228924980665,-0.1518580570738003,,,,0.6672015237904044
当日观察,2026-08-28,300998,宁波方正,26.87,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=33.7,,0,未触发,无平台信号,True,低,多头趋势,0.4254641909814323,0.12757028955098626,0.575,33.65919110599961,69.06267970097757,70.78499613302398,-0.1520984537709057,,,,0.28220027111878787
当日观察,2026-08-28,605020,永和股份,34.35,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=59.3,,0,未触发,无平台信号,True,中,多头趋势,0.4895923677363401,0.16086515714768512,0.5833333333333334,59.28694652098907,68.98600728387963,75.73472544470225,-0.29014259144451326,,,,0.5477621834125371
当日观察,2026-08-28,300931,通用电梯,15.16,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=38.6,,0,未触发,无平台信号,True,缺失,多头趋势,0.6641053787047202,0.15725190839694658,0.6,38.62373011309182,68.83266244968372,89.81051817478732,-0.11809191390343232,0.4512195,0.8487191,0.98138106,
当日观察,2026-08-28,603002,宏昌电子,17.67,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=12.1,,0,未触发,无平台信号,True,低,多头趋势,1.629464285714286,0.682857142857143,0.6833333333333333,12.114241901475944,68.7176538240368,95.18561484918794,-0.3263438810522302,,,,0.2605455502191362
当日观察,2026-08-28,301607,富特科技,42.69,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=68.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.7699004975124377,0.307103490508267,0.6666666666666666,68.79432624113475,68.5834770941154,90.89327146171694,-0.25588286560920337,,,,
当日观察,2026-08-28,300602,飞荣达,42.5,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=26.6,,0,未触发,无平台信号,True,中,多头趋势,0.6043790109475276,0.16151954085815778,0.6083333333333333,26.624496837262797,68.54514088556641,79.85305491105954,-0.169921875,0.33896104,0.735796,0.833909,0.5579307369560216
当日观察,2026-08-28,688025,杰普特,402.5,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=32.7,,0,未触发,无平台信号,True,高,多头趋势,2.239958142155679,0.5706091231903851,0.6166666666666667,32.70078589227525,67.68257619321449,97.93116782675946,-0.19223745208613463,,,,0.717636986643141
当日观察,2026-08-28,002810,山东赫达,21.63,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=36.8,,0,未触发,平台观察,False,高,回踩修复,0.754257907542579,0.14748010610079554,0.625,36.821928311290016,67.5292313590186,89.94586233565352,-0.2489583333333334,0.3259542,0.562046,0.6747107,0.7971105248773497
当日观察,2026-08-28,603608,天创时尚,19.7,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=18.1,,0,未触发,无平台信号,True,中,多头趋势,1.822349570200573,0.5759999999999998,0.5833333333333334,18.113858539390453,67.31838221199922,97.35112142304718,-0.3133495991634716,,,,0.5812929982156705
当日观察,2026-08-28,301018,申菱环境,103.17,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=31.2,,0,未触发,无平台信号,True,低,多头趋势,1.8754180602006687,0.3567859021567594,0.6333333333333333,31.24400996741422,67.01169254360744,94.12219644238206,-0.17464000000000002,,,,0.2628482526089084
当日观察,2026-08-28,688218,江苏北人,42.0,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=13.6,,0,未触发,无平台信号,True,高,多头趋势,1.0659124446630597,1.0047732696897373,0.725,13.609354034885952,66.99252443933294,92.18870843000774,-0.23636363636363633,0.37941116,20.446962,0.8674072,0.7095296896933547
当日观察,2026-08-28,688689,银河微电,39.9,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=26.4,,0,未触发,无平台信号,False,中,回踩修复,0.6259168704156479,0.18012422360248426,0.6833333333333333,26.375311481694457,61.83630438949588,87.76102088167053,-0.5058823529411764,,,,0.523578210607769
当日观察,2026-08-28,001339,智微智能,77.23,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=16.9,,0,未触发,平台观察,False,缺失,回踩修复,1.1246217331499313,0.5140168594393257,0.6166666666666667,16.925436074372243,61.77880007667241,91.04795050270688,-0.2667109760729205,0.18565114,0.7030185,0.7322929,
当日观察,2026-08-28,300939,秋田微,63.72,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=35.3,,0,未触发,无平台信号,True,低,多头趋势,1.125416944629753,0.686160359883567,0.6416666666666667,35.3459842821545,61.663791451025496,92.59474091260634,-0.1731118608876201,,,,0.2968667473323636
当日观察,2026-08-28,300821,东岳硅材,16.78,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=24.8,,0,未触发,无平台信号,False,中,回踩修复,0.9376443418013858,0.21594202898550718,0.6666666666666666,24.78435882691202,61.395437991182675,89.05645784996133,-0.4467523903725683,,,,0.6366702441583842
当日观察,2026-08-28,600172,黄河旋风,14.42,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=66.0,,0,未触发,无平台信号,True,缺失,多头趋势,2.2115812917594653,0.50836820083682,0.6333333333333333,65.99578301705962,60.60954571592869,97.73781902552204,-0.2288770053475936,,,,
当日观察,2026-08-28,688686,奥普特,136.0,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=26.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.575715444328583,0.3853519405113579,0.5916666666666667,26.45198389879241,60.43703277745831,78.77030162412993,-0.20056430754761345,0.3330822,28.502567,0.78961104,
当日观察,2026-08-28,301377,鼎泰高科,406.38,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=5.3,,0,未触发,无平台信号,True,高,多头趋势,6.20915380521554,1.124529485570891,0.6666666666666666,5.3095648840329694,60.16867931761549,99.90332559938129,-0.383899332929048,,,,0.7391962541357734
当日观察,2026-08-28,002990,盛视科技,46.8,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=23.9,,0,未触发,无平台信号,False,缺失,回踩修复,0.846153846153846,0.7855780236550933,0.625,23.86428982173663,59.15276979106766,87.06496519721578,-0.4075949367088608,0.33754385,0.83381456,0.75651664,
当日观察,2026-08-28,300802,矩子科技,23.48,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=24.8,,0,未触发,无平台信号,True,中,多头趋势,0.47672955974842757,0.12129894937917851,0.625,24.84186313973548,59.056929269695225,67.45939675174014,-0.15295815295815296,,,,0.566427164681322
当日观察,2026-08-28,300054,鼎龙股份,72.5,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=16.3,,0,未触发,无平台信号,False,高,回踩修复,1.48457847840987,0.6994842944210033,0.6916666666666667,16.27372052903968,58.84608012267587,96.61639597834494,-0.3158441068226857,,,,0.7789712893442118
当日观察,2026-08-28,300700,岱勒新材,19.73,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=18.6,,0,未触发,无平台信号,True,缺失,多头趋势,0.8067765567765568,0.38068579426172167,0.6333333333333333,18.55472493770366,58.00268353459843,89.59783449342615,-0.19633401221995928,0.37018755,0.87627846,0.9973514,
当日观察,2026-08-28,600769,祥龙电业,15.35,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=18.2,,0,未触发,无平台信号,False,中,回踩修复,0.47030651340996177,0.18167821401077755,0.6,18.15219474793943,57.964347326049456,85.53750966744006,-0.401792673421668,0.4590537,0.5876621,0.7704751,0.6201804317744687
当日观察,2026-08-28,688253,英诺特,55.65,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=41.2,,0,未触发,无平台信号,False,中,回踩修复,0.8636972538513061,0.6111754487550667,0.5666666666666667,41.249760398696566,57.25512746789343,90.95127610208816,-0.21993271656854507,,,,0.33421479192726683
当日观察,2026-08-28,688069,德林海,35.85,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=28.2,,0,未触发,无平台信号,True,缺失,多头趋势,1.409274193548387,0.7738743196437408,0.575,28.177113283496265,57.23595936361894,94.35421500386698,-0.26067230356774596,0.24566256,24.063643,0.67462516,
当日观察,2026-08-28,002192,融捷股份,74.43,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=26.3,,0,未触发,无平台信号,False,高,回踩修复,1.19622307465329,0.36044598793639193,0.625,26.336975273145484,56.06670500287522,94.77958236658934,-0.32891533675953466,0.46881187,0.76669306,0.76397175,0.7659762191223002
当日观察,2026-08-28,600888,新疆众和,10.51,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=18.0,,0,未触发,无平台信号,True,中,多头趋势,0.46582984658298465,0.17430167597765367,0.6416666666666667,17.99884991374353,56.02836879432624,85.26682134570765,-0.3480148883374691,,,,0.5423792557628394
当日观察,2026-08-28,688112,鼎阳科技,69.55,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=31.9,,0,未触发,无平台信号,True,中,多头趋势,1.0395894428152492,0.5643274853801168,0.5916666666666667,31.934061721295766,55.587502396013036,91.89868522815159,-0.18089742079849247,,,,0.6502561763508388
当日观察,2026-08-28,300260,新莱应材,59.28,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=8.5,,0,未触发,无平台信号,False,中,回踩修复,0.6156991005723631,0.11261261261261257,0.6083333333333333,8.45313398504888,55.06996358060188,86.46558391337975,-0.4289567479048261,,,,0.35906955818219
当日观察,2026-08-28,301603,乔锋智能,127.37,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=28.4,,0,未触发,平台观察,True,中,多头趋势,1.090774786605384,0.7979954827780915,0.6416666666666667,28.40713053479011,54.782442016484566,94.43155452436194,-0.20388774298393653,0.30855018,0.600465,0.72540027,0.6592880544574296
当日观察,2026-08-28,688376,美埃科技,68.32,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=28.6,,0,未触发,无平台信号,False,中,回踩修复,0.5807496529384544,0.1601290541687892,0.5916666666666667,28.560475368986005,53.90070921985816,83.8167053364269,-0.43061921826818905,0.23833992,10.887503,0.62487996,0.4321614114527653
当日观察,2026-08-28,002138,顺络电子,49.15,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=6.4,,0,未触发,无平台信号,True,中,多头趋势,0.6041122715404699,0.24273072060682677,0.575,6.440483036227718,53.59401955146637,89.67517401392111,-0.34238694139684234,,,,0.5591422469611266
当日观察,2026-08-28,600330,天通股份,28.94,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=30.0,,0,未触发,无平台信号,True,缺失,多头趋势,2.3887587822014056,0.7776412776412776,0.5666666666666667,30.017251293847035,53.47901092581944,98.00850734725445,-0.18707865168539328,0.48130995,0.7457213,0.837125,
当日观察,2026-08-28,300706,阿石创,51.23,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=5.9,,0,未触发,无平台信号,False,缺失,回踩修复,0.6336096938775511,0.30356234096692103,0.575,5.8654399079931,53.2298255702511,58.75870069605569,-0.44242490204614715,,,,
当日观察,2026-08-28,300620,光库科技,309.93,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=17.1,,0,未触发,无平台信号,True,中,多头趋势,2.5570985883163093,0.9126758824981487,0.7,17.136285221391603,53.01897642323175,98.3952049497293,-0.2366256157635468,,,,0.6374474405786487
当日观察,2026-08-28,000725,京东方Ａ,5.92,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=33.8,,0,未触发,无平台信号,True,中,多头趋势,0.5620052770448549,0.36720554272517325,0.6333333333333333,33.81253594019552,52.82729538048687,88.08971384377416,-0.34945054945054943,,,,0.4727935181904408
当日观察,2026-08-28,603078,江化微,36.6,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=17.0,,0,未触发,无平台信号,True,中,多头趋势,1.0914285714285716,0.5417017691659647,0.6583333333333333,16.982940387195704,52.59727812919303,93.38747099767981,-0.36568457538994803,,,,0.4844684582470855
当日观察,2026-08-28,301205,联特科技,320.85,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=31.6,,0,未触发,无平台信号,True,缺失,多头趋势,2.7135416666666665,0.35049246569576575,0.6666666666666666,31.62737205290397,51.888058271036996,98.10518174787316,-0.11072616407982261,,,,
当日观察,2026-08-28,603938,三孚股份,46.41,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=27.1,,0,未触发,无平台信号,True,中,多头趋势,2.4582712369597615,0.6416696144322602,0.6583333333333333,27.14203565267395,51.77304964539007,97.89249806651199,-0.38781163434903054,,,,0.5411632511771265
当日观察,2026-08-28,300665,飞鹿股份,9.74,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=51.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.40143884892086334,0.18925518925518925,0.5583333333333333,51.523864289821745,51.63887291546866,55.56844547563805,-0.24202334630350186,,,,
当日观察,2026-08-28,603283,赛腾股份,47.45,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=13.0,,0,未触发,无平台信号,False,中,回踩修复,0.5639419907712591,0.33812746756909196,0.625,12.995974698102359,50.603795284646345,86.9876256767208,-0.41405285255618673,0.31076226,0.88953006,0.69375205,0.5868858715233087
当日观察,2026-08-28,301053,远信工业,40.49,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=40.9,,0,未触发,无平台信号,False,缺失,回踩修复,0.8092046470062557,0.6573884568153909,0.6583333333333333,40.9047345217558,50.297105616254555,87.1616395978345,-0.16875384931225623,,,,
当日观察,2026-08-28,301328,维峰电子,53.81,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=29.9,,0,未触发,无平台信号,False,中,回踩修复,0.9496376811594203,0.4872857932559427,0.5666666666666667,29.921410772474605,49.58788575809853,89.38515081206496,-0.3462519742437128,,,,0.516025613543583
当日观察,2026-08-28,603125,常青科技,23.23,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=19.2,,0,未触发,平台观察,False,中,回踩修复,0.4339506172839507,0.24091880341880345,0.55,19.2447766915852,49.1661874640598,80.41376643464811,-0.290470372632865,0.22875299,0.5030183,0.6107084,0.6550567465779114
当日观察,2026-08-28,688479,友车科技,31.19,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=22.5,,0,未触发,无平台信号,True,中,多头趋势,1.4291277258566981,0.3283645655877343,0.7333333333333333,22.46501820969906,48.8786658999425,95.22428460943541,-0.20005129520389842,,,,0.34695572995383983
当日观察,2026-08-28,300720,海川智能,73.21,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=32.8,,0,未触发,无平台信号,False,中,回踩修复,2.2451241134751774,0.8637983706720975,0.7,32.81579451792218,48.399463293080316,97.6798143851508,-0.36746155175393125,,,,0.4007244215092771
当日观察,2026-08-28,603990,麦迪科技,21.91,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=59.1,,0,未触发,无平台信号,True,中,多头趋势,0.5865314989138306,0.5473163841807909,0.6583333333333333,59.095265478244194,48.073605520414034,86.38824439288476,-0.11403154063890009,,,,0.36365235399775453
当日观察,2026-08-28,300243,瑞丰高材,17.16,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=29.6,,0,未触发,无平台信号,False,中,回踩修复,0.7280966767371602,0.4240663900414936,0.6416666666666667,29.557216791259343,47.99693310331608,88.30239752513535,-0.2685421994884911,0.48428246,0.7098813,0.7308014,0.575200412588841
当日观察,2026-08-28,300221,银禧科技,13.75,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=13.0,,0,未触发,无平台信号,True,中,多头趋势,0.7230576441102756,0.2814538676607641,0.5916666666666667,13.015142802376845,46.82767874257236,85.8275328692962,-0.24200661521499456,,,,0.6259000548621602
当日观察,2026-08-28,688163,,34.67,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=9.6,,0,未触发,无平台信号,False,中,回踩修复,0.6185807656395892,0.43858921161825726,0.6083333333333333,9.6223883457926,46.75100632547441,83.7200309358082,-0.32548638132295715,0.4027778,10.71454,0.71788675,0.6383817310450381
当日观察,2026-08-28,600110,诺德股份,10.94,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=2.6,,0,未触发,无平台信号,False,缺失,回踩修复,0.7730956239870339,0.4152652005174642,0.6666666666666666,2.587694077055779,46.11845888441633,86.19489559164734,-0.3773477518497439,,,,
当日观察,2026-08-28,301092,,44.6,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=25.6,,0,未触发,无平台信号,False,中,回踩修复,0.5206273440163656,0.16723370845328445,0.6166666666666667,25.646923519263943,45.98428215449492,83.8940448569219,-0.27855063086379805,,,,0.4630971414283153
