样本类型,观察日期,股票代码,股票名称,收盘价,统一信号,信号类型,信号理由,首次触发日期,连续确认天数,触发状态,平台信号,周线多头排列,案例展示分层_质量,案例辅助标签_周线五态,距一年低点涨幅,近120日收益,MA20持续度,RPS50,RPS60,RPS250,距一年高点价格差,平台深度,平台缩量比,平台收敛比,R09核心质量分
当日观察,2026-08-28,301307,美利信,56.66,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=26.9,,0,未触发,无平台信号,False,缺失,回踩修复,1.1986806363989135,0.4786012526096033,0.6833333333333333,26.892850297105614,45.275062296338895,95.49497293116784,-0.3974904296044237,0.30874813,0.8246136,0.61929584,
当日观察,2026-08-28,600345,长江通信,51.05,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=16.6,,0,未触发,无平台信号,False,缺失,回踩修复,1.2109138155045471,0.2558425584255841,0.5916666666666667,16.637914510254937,45.102549357868504,93.71616395978344,-0.29914881933003856,0.4582459,0.5668423,0.8187558,
当日观察,2026-08-28,002289,宇顺电子,38.01,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=31.6,,0,未触发,无平台信号,False,缺失,回踩修复,0.5271193250301325,0.3512264486313543,0.5833333333333334,31.569867740080504,44.891700210849145,87.29698375870069,-0.23274121921679458,,,,
当日观察,2026-08-28,000021,深科技,37.17,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=24.6,,0,未触发,无平台信号,False,中,回踩修复,0.9269051321928463,0.1543478260869564,0.6,24.611845888441632,44.75752348092774,93.50348027842227,-0.4216586276645402,,,,0.4392256050468853
当日观察,2026-08-28,603083,剑桥科技,192.31,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=32.7,,0,未触发,无平台信号,True,缺失,多头趋势,2.074500399680256,0.6779513131489399,0.6,32.66244968372628,44.62334675100632,98.51121423047177,-0.26658022195949804,0.38533008,0.9034466,0.8084905,
当日观察,2026-08-28,688401,路维光电,68.08,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=23.9,,0,未触发,无平台信号,False,高,回踩修复,0.7261663286004056,0.2761012183692595,0.625,23.88345792601112,44.56584243818286,88.0123743232792,-0.31571012162026335,0.15444577,23.852634,0.52328867,0.7124342621711323
当日观察,2026-08-28,002718,友邦吊顶,84.74,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=14.5,,0,未触发,无平台信号,False,缺失,回踩修复,3.7687113111986497,0.33134328358208953,0.5916666666666667,14.548591144335827,44.201648456967604,99.63263727764888,-0.29670512075690925,,,,
当日观察,2026-08-28,688313,仕佳光子,155.1,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=30.7,,0,未触发,无平台信号,True,缺失,多头趋势,1.8547763666482604,0.8815965061264102,0.5833333333333334,30.726471152003064,43.89495878857581,96.46171693735499,-0.23720060984606317,0.51142484,17.009178,0.8139869,
当日观察,2026-08-28,688629,华丰科技,130.88,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=22.0,,0,未触发,无平台信号,False,高,回踩修复,1.0514106583072103,0.11520109066121331,0.5583333333333333,21.98581560283688,43.77995016292889,94.95359628770301,-0.37581075925219387,,,,0.703410650207489
当日观察,2026-08-28,688766,普冉股份,401.18,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=5.6,,0,未触发,无平台信号,False,高,回踩修复,4.625858925816856,0.584251470994748,0.6,5.558750239601303,43.66494153728196,99.80665119876257,-0.5388735632183907,,,,0.7762533026615517
当日观察,2026-08-28,603876,鼎胜新材,23.57,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=38.8,,0,未触发,无平台信号,False,缺失,回踩修复,1.4784437434279707,0.2570666666666668,0.6166666666666667,38.83457926011118,43.49242859881158,96.75174013921114,-0.2723062673664711,0.39864865,0.71253496,0.76768184,
当日观察,2026-08-28,603399,永杉锂业,15.3,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=17.1,,0,未触发,无平台信号,False,缺失,回踩修复,0.639871382636656,0.383363471971067,0.575,17.059612804293657,43.262411347517734,86.446249033256,-0.37703583061889245,0.38844395,0.80231917,0.685551,
当日观察,2026-08-28,002886,沃特股份,26.4,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=20.8,,0,未触发,无平台信号,True,中,多头趋势,0.570493753718025,0.13450795015040828,0.55,20.759056929269697,43.204907034694266,76.93348801237431,-0.18744228993536483,0.52160496,0.8909209,0.9764949,0.48984229096957865
当日观察,2026-08-28,600584,长电科技,74.93,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=33.7,,0,未触发,无平台信号,True,中,多头趋势,1.152542372881356,0.5945945945945947,0.6166666666666667,33.697527314548594,43.166570826145296,94.60556844547564,-0.29735558889722424,,,,0.5928064745340373
当日观察,2026-08-28,300236,上海新阳,87.78,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=22.2,,0,未触发,平台观察,False,中,回踩修复,0.7472133757961783,0.17841320982682252,0.5916666666666667,22.158328541307267,42.629863906459654,91.68600154679041,-0.3324714828897338,0.24420506,0.63495207,0.6542324,0.6635861240469094
当日观察,2026-08-28,300976,达瑞电子,57.09,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=2.1,,0,未触发,无平台信号,False,中,回踩修复,0.5043478260869565,0.3873633049817742,0.6,2.050987157370136,41.4989457542649,83.2753286929621,-0.39394904458598723,0.14859372,0.8504691,0.60330296,0.5777647275260187
当日观察,2026-08-28,300225,金力泰,7.15,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=16.6,,0,未触发,无平台信号,False,中,回踩修复,0.7439024390243905,0.415841584158416,0.6083333333333333,16.561242093156984,41.403105232892464,90.93194122196442,-0.27115188583078487,,,,0.4156952517201482
当日观察,2026-08-28,300475,香农芯创,172.1,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=5.2,,0,未触发,平台观察,False,高,回踩修复,3.671552660152008,0.1104658665634275,0.575,5.156220049837071,41.345600920069,99.53596287703016,-0.43783889723655844,0.28116426,0.7093993,0.5687194,0.7218977399594937
当日观察,2026-08-28,002831,,26.4,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=20.2,,0,未触发,平台观察,False,中,回踩修复,0.5817855002995804,0.19565217391304346,0.55,20.24151811385854,41.26892850297106,88.9984532095901,-0.30708661417322836,0.17583893,0.6381012,0.73038715,0.5822810969826543
当日观察,2026-08-28,688628,,77.87,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=11.0,,0,未触发,无平台信号,False,中,回踩修复,1.5674249917573362,0.8143056849953403,0.6083333333333333,10.983323749281196,41.0580793559517,95.2629543696829,-0.2830970355367336,0.40582135,24.681007,0.75232893,0.6594912617794584
当日观察,2026-08-28,688690,,38.72,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=32.4,,0,未触发,无平台信号,True,高,多头趋势,0.7019780219780218,0.5001937233630376,0.625,32.37492811960897,40.98140693885375,85.84686774941996,-0.15734494015233957,,,,0.7309212976471734
当日观察,2026-08-28,601869,长飞光纤,422.7024125688407,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=32.7,,0,未触发,无平台信号,True,高,多头趋势,6.526752360556281,0.9826567193660447,0.6666666666666666,32.681617788000764,40.48303622771708,99.98066511987625,-0.27120273695027464,0.5292612,0.88479376,1.0005956,0.7944271110351078
当日观察,2026-08-28,688368,晶丰明源,141.5,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=3.5,,0,未触发,无平台信号,False,中,回踩修复,1.23574024332438,0.5169382504288165,0.6333333333333333,3.5077630822311674,40.1571784550508,93.2907965970611,-0.37272807873038394,0.36296642,40.872566,0.674702,0.5564120547512829
当日观察,2026-08-28,605111,新洁能,58.91,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=17.1,,0,未触发,无平台信号,True,中,多头趋势,0.8087196806877492,0.41406625060009605,0.5583333333333333,17.07878090856814,40.13801035077631,91.31863882443929,-0.40578979221303213,,,,0.5596067556784976
当日观察,2026-08-28,605289,罗曼股份,105.26,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=13.1,,0,未触发,无平台信号,False,中,回踩修复,2.6650417827298054,0.12553464499572287,0.5833333333333334,13.149319532298257,40.0038336208549,98.93658159319412,-0.3400626959247649,,,,0.6964979333509388
当日观察,2026-08-28,002916,深南电路,362.4,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=17.8,,0,未触发,无平台信号,False,高,回踩修复,1.575143892560222,0.38220374537549096,0.6333333333333333,17.826336975273147,38.987924094307076,96.77107501933489,-0.20856082113998686,,,,0.7098562799680268
当日观察,2026-08-28,688231,隆达股份,31.63,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=25.4,,0,未触发,无平台信号,False,缺失,回踩修复,1.193481276005548,0.21935235158057043,0.6083333333333333,25.39773816369561,38.68123442591528,94.19953596287704,-0.27785388127853883,0.38827127,22.038954,0.9418221,
当日观察,2026-08-28,688720,艾森股份,63.33,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=10.7,,0,未触发,无平台信号,False,中,回踩修复,0.9661595777708785,0.26710684273709484,0.65,10.6766340808894,38.62373011309182,91.7246713070379,-0.4002840909090909,0.34477213,19.035137,0.6387788,0.5068223588068039
当日观察,2026-08-28,002432,九安医疗,67.86,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=37.1,,0,未触发,无平台信号,False,缺失,回踩修复,0.8178408786498794,0.41081081081081083,0.55,37.05194556258386,38.125359401955144,91.35730858468676,-0.254121785007694,0.36822772,0.82480156,0.861682,
当日观察,2026-08-28,003026,中晶科技,29.24,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=14.5,,0,未触发,平台观察,False,中,回踩修复,0.4347399411187438,0.29495128432240914,0.6583333333333333,14.529423040061337,37.62698869081848,76.6047950502707,-0.3589125191843894,0.23713927,0.45524597,0.4432776,0.5048187603962984
当日观察,2026-08-28,002580,圣阳股份,21.08,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=64.2,,0,未触发,无平台信号,False,中,回踩修复,0.7321281840591618,0.5861550037622272,0.575,64.2131493195323,37.30113091815219,86.81361175560711,-0.39303196084077163,0.50545454,0.71625936,0.73391724,0.34886178799008344
当日观察,2026-08-28,601133,柏诚股份,25.82,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=21.5,,0,未触发,平台观察,False,中,回踩修复,1.1008950366151344,0.6188087774294673,0.5916666666666667,21.5066129959747,37.09028177113283,94.18020108275329,-0.4126478616924477,0.25928473,0.50447357,0.60389733,0.36696553174825153
当日观察,2026-08-28,300649,杭州园林,24.97,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=32.2,,0,未触发,无平台信号,True,缺失,多头趋势,0.9311678267594741,0.687162162162162,0.725,32.16407897258961,36.649415372819625,87.18097447795824,-0.1701561980724493,,,,
当日观察,2026-08-28,603663,三祥新材,43.35,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=6.8,,0,未触发,无平台信号,True,高,多头趋势,1.454699886749717,0.14895308772859805,0.5666666666666667,6.785508913168488,35.69101015909526,95.99767981438515,-0.4144265838173713,,,,0.7231562230254852
当日观察,2026-08-28,600552,凯盛科技,17.88,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=13.9,,0,未触发,平台观察,False,中,回踩修复,0.6679104477611939,0.34335086401202086,0.6166666666666667,13.916043703277744,35.480161012075904,86.05955143078113,-0.4511970534069981,0.27673268,0.5908347,0.5799963,0.4396478218065092
当日观察,2026-08-28,002937,兴瑞科技,31.5,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=10.9,,0,未触发,无平台信号,False,中,回踩修复,0.7918088737201368,0.10993657505285426,0.625,10.868315123634273,35.0392946137627,89.34648105181748,-0.3102693234070506,0.32084507,0.8715426,0.8982127,0.48493835960103326
当日观察,2026-08-28,688383,新益昌,128.0,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=4.7,,0,未触发,无平台信号,False,缺失,回踩修复,1.1480114113106223,0.713520749665328,0.7,4.7153536515238645,34.94345409239026,90.91260634184069,-0.34693877551020413,0.3517037,24.096046,0.7524248,
当日观察,2026-08-28,301196,唯科科技,94.09,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=2.7,,0,未触发,无平台信号,False,中,回踩修复,0.7762884651689637,0.4187273823884199,0.65,2.7027027027027026,34.330074755606674,79.44702242846094,-0.41340399002493766,0.50585777,1.1752203,0.87041146,0.5024342715052236
当日观察,2026-08-28,002552,宝鼎科技,53.19,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=10.4,,0,未触发,无平台信号,True,高,多头趋势,2.5108910891089105,1.7110091743119265,0.5916666666666667,10.38911251677209,33.92754456584244,98.54988399071925,-0.3063380281690141,,,,0.711590596448634
当日观察,2026-08-28,688143,长盈通,162.51,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=11.7,,0,未触发,无平台信号,True,中,多头趋势,3.672512938470385,1.7280510323988585,0.65,11.692543607437225,33.75503162737205,98.20185614849188,-0.3245635910224439,,,,0.3612159516046026
当日观察,2026-08-28,603139,康惠股份,34.63,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=13.8,,0,未触发,平台观察,False,缺失,回踩修复,0.7084361124815,0.2745675377254324,0.5666666666666667,13.82020318190531,33.56335058462718,88.12838360402165,-0.23401902234019023,0.27681231,0.49630278,0.749394,
当日观察,2026-08-28,301200,大族数控,268.36,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=17.6,,0,未触发,无平台信号,True,缺失,多头趋势,2.3061475914746827,0.8269453332425627,0.7,17.634655932528272,33.17998849913744,97.87316318638824,-0.3075295453372555,,,,
当日观察,2026-08-28,601699,潞安环能,17.1,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=67.8,,0,未触发,无平台信号,True,中,多头趋势,0.4678111587982834,0.23554913294797708,0.575,67.77841671458692,32.96913935211808,81.18716163959783,-0.10283315844700935,,,,0.6505940492882821
当日观察,2026-08-28,600367,红星发展,42.1,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=11.5,,0,未触发,无平台信号,True,中,多头趋势,1.7880794701986757,0.7681646367072661,0.625,11.462526356143378,32.681617788000764,97.31245166279969,-0.3401253918495297,,,,0.501076758024579
当日观察,2026-08-28,300373,扬杰科技,94.43,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=13.9,,0,未触发,无平台信号,False,中,回踩修复,0.6722153355764124,0.1916961130742052,0.575,13.935211807552234,32.45160053670692,90.35189481825213,-0.3994148699357628,,,,0.6806637665149173
当日观察,2026-08-28,300503,昊志机电,67.06,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=13.1,,0,未触发,无平台信号,False,中,回踩修复,1.549809885931559,0.35914065666801775,0.6,13.091815219474794,31.991566034119224,97.11910286156225,-0.3958558558558558,,,,0.6965497762160816
当日观察,2026-08-28,688678,福立旺,19.82,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=21.7,,0,未触发,无平台信号,False,中,回踩修复,0.4300144300144302,0.15635939323220538,0.5916666666666667,21.717462142994055,31.934061721295766,67.32405259087393,-0.2506616257088846,0.4417278,11.329618,1.2403233,0.5156456067185538
当日观察,2026-08-28,688017,绿的谐波,292.0,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=8.6,,0,未触发,无平台信号,False,中,回踩修复,1.0585125132181883,0.3751530564189507,0.6,8.568142610695801,31.723212574276406,94.25754060324826,-0.40133264992311635,,,,0.5017533328740685
当日观察,2026-08-28,301055,张小泉,30.5,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=16.5,,0,未触发,无平台信号,False,中,回踩修复,0.6897506925207755,0.46212847555129444,0.575,16.5420739888825,31.512363427257046,89.11446249033256,-0.3534025863896545,0.4030389,0.5651413,0.7288752,0.6559055921036234
当日观察,2026-08-28,688449,联芸科技,64.84,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=26.0,,0,未触发,无平台信号,False,缺失,回踩修复,0.5734045134676049,0.3998272884283247,0.575,25.953613187655737,31.435691010159093,84.6094354215004,-0.2675929063594261,0.34794483,22.382904,0.71258724,
当日观察,2026-08-28,300246,宝莱特,14.95,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=16.4,,0,未触发,无平台信号,False,缺失,回踩修复,0.9093231162196678,0.15444015444015435,0.625,16.350392946137625,31.033160820394862,87.99303944315545,-0.30690774223458517,,,,
